geoid,period,confirmed_cases_total,death_total,cases,death,pop,confirmed_rate_total,death_rate_tatal,confirmed_rate,death_rate
53015,2020-05-18,470,0,2,0,60886,77.19,0.00,0.33,0.00
72009,2020-05-18,114,0,3,0,27636,41.25,0.00,1.09,0.00
1063,2020-05-18,551,28,14,1,83713,65.82,3.3447612676645204,1.67,0.11945575955944716
54087,2020-05-18,59,0,1,0,40271,14.65,0.00,0.25,0.00
39043,2020-05-18,665,21,38,0,279314,23.81,0.7518420129316826,1.36,0.00
48067,2020-05-18,140,0,0,0,9989,140.15,0.00,0.00,0.00
13267,2020-05-18,76,0,3,0,16128,47.12,0.00,1.86,0.00
38085,2020-05-18,8,0,1,0,82138,0.97,0.00,0.12,0.00
21069,2020-05-18,13,0,2,0,1428,91.04,0.00,14.01,0.00
21001,2020-05-18,638,96,7,1,305998,20.85,3.137275407028804,0.23,0.03
2020,2020-05-18,1403,28,11,0,161,87142.86,1739.1304347826087,683.23,0.00
18029,2020-05-18,1092,125,7,6,70364,155.19,17.76476607356034,0.99,0.8527087715308965
48341,2020-05-18,3798,70,50,3,6587,5765.90,106.26992561105207,75.91,4.554425383330803
72027,2020-05-18,56,0,0,0,64407,8.69,0.00,0.00,0.00
48305,2020-05-18,35,7,0,0,896,390.63,78.13,0.00,0.00
21061,2020-05-18,335,42,5,0,2835,1181.66,148.14814814814815,17.64,0.00
51550,2020-05-18,2589,67,47,1,191331,135.32,3.501784864972221,2.46,0.052265445745854046
39101,2020-05-18,17160,104,109,1,236397,725.90,4.399379010731947,4.61,0.04
29205,2020-05-18,7,0,0,0,239162,0.29,0.00,0.00,0.00
21011,2020-05-18,49,7,1,0,263634,1.86,0.2655196219000584,0.04,0.00
38079,2020-05-18,25,0,1,0,89236,2.80,0.00,0.11,0.00
72115,2020-05-18,185,0,3,0,4592,402.87,0.00,6.53,0.00
25019,2020-05-18,84,0,0,0,38990,21.54,0.00,0.00,0.00
28105,2020-05-18,692,41,16,2,132853,52.09,3.086117739155307,1.20,0.15054232873928328
39143,2020-05-18,385,57,5,1,396088,9.72,1.439074145139464,0.13,0.025246914827008138
17001,2020-05-18,291,7,1,0,189308,15.37,0.36976778583049846,0.05,0.00
10005,2020-05-18,24867,744,770,23,27125,9167.56,274.2857142857143,283.87,8.48
20187,2020-05-18,55,0,1,0,434371,1.27,0.00,0.02,0.00
21049,2020-05-18,141,0,1,0,281995,5.00,0.00,0.04,0.00
27009,2020-05-18,817,14,45,0,117698,69.41,1.1894849530153444,3.82,0.00
18149,2020-05-18,187,14,7,0,12334,151.61,11.350737797956867,5.68,0.00
19027,2020-05-18,53,0,2,0,4186,126.61,0.00,4.78,0.00
42055,2020-05-18,4063,108,118,17,209174,194.24,5.163165594194307,5.64,0.81
48473,2020-05-18,271,0,2,0,6440,420.81,0.00,3.11,0.00
26127,2020-05-18,313,13,24,1,16156,193.74,8.046546174795742,14.86,0.6189650903689032
18045,2020-05-18,118,14,2,0,39928,29.55,3.506311360448808,0.50,0.00
29111,2020-05-18,46,7,1,0,553,831.83,126.58227848101265,18.08,0.00
55003,2020-05-18,14,0,0,0,2786,50.25,0.00,0.00,0.00
26161,2020-05-18,9790,651,58,9,44996,2175.75,144.6795270690728,12.89,2.000177793581652
48303,2020-05-18,4296,350,21,0,38794,1107.39,90.22013713460845,5.41,0.00
19055,2020-05-18,78,1,3,0,19194,40.64,0.5209961446285297,1.56,0.00
48097,2020-05-18,90,0,1,0,127764,7.04,0.00,0.08,0.00
1097,2020-05-18,11430,691,261,11,43358,2636.19,159.37081968725494,60.20,2.537017390101019
48471,2020-05-18,2720,113,111,24,31864,853.63,35.463218679387396,34.84,7.532011046949536
29199,2020-05-18,28,0,0,0,346556,0.81,0.00,0.00,0.00
39145,2020-05-18,94,0,1,0,0,inf,,inf,
8099,2020-05-18,67,0,1,0,362691,1.85,0.00,0.03,0.00
8047,2020-05-18,19,0,3,0,68152,2.79,0.00,0.44,0.00
15007,2020-05-18,147,0,0,0,116046,12.67,0.00,0.00,0.00
42015,2020-05-18,281,35,4,0,300370,9.36,1.1652295502213936,0.13,0.00
41023,2020-05-18,7,0,0,0,4368,16.03,0.00,0.00,0.00
39041,2020-05-18,1725,36,41,5,2597,6642.28,138.6214863303812,157.87,19.252984212552946
28107,2020-05-18,333,14,7,0,279013,11.93,0.5017687347901352,0.25,0.00
48467,2020-05-18,150,7,4,0,302456,4.96,0.23143862247731903,0.13,0.00
55055,2020-05-18,399,14,10,0,5964,669.01,23.474178403755868,16.77,0.00
19051,2020-05-18,88,0,2,0,53760,16.37,0.00,0.37,0.00
4025,2020-05-18,1719,32,87,1,26362,652.07,12.138684470070556,33.00,0.3793338896897049
48169,2020-05-18,28,0,1,0,14742,18.99,0.00,0.68,0.00
20189,2020-05-18,158,0,8,0,567,2786.60,0.00,141.09,0.00
16087,2020-05-18,127,0,28,0,131614,9.65,0.00,2.13,0.00
55081,2020-05-18,105,7,0,0,15463,67.90,4.526935264825713,0.00,0.00
40009,2020-05-18,42,0,0,0,29134,14.42,0.00,0.00,0.00
13269,2020-05-18,154,14,1,0,40943,37.61,3.4193879295606084,0.24,0.00
48307,2020-05-18,21,0,0,0,262206,0.80,0.00,0.00,0.00
42049,2020-05-18,921,20,22,2,32326,284.91,6.186970240673142,6.81,0.6186970240673143
55095,2020-05-18,40,0,1,0,213451,1.87,0.00,0.05,0.00
72147,2020-05-18,70,0,6,0,14805,47.28,0.00,4.05,0.00
54077,2020-05-18,103,0,1,0,6965,147.88,0.00,1.44,0.00
18151,2020-05-18,456,14,7,0,12663,360.10,11.055831951354339,5.53,0.00
29089,2020-05-18,14,0,0,0,99687,1.40,0.00,0.00,0.00
38091,2020-05-18,2,0,1,0,50720,0.39,0.00,0.20,0.00
48171,2020-05-18,28,0,0,0,994,281.69,0.00,0.00,0.00
40011,2020-05-18,15,0,2,0,7028,21.34,0.00,2.85,0.00
29201,2020-05-18,594,43,7,1,77315,76.83,5.561663325357305,0.91,0.12934100756644895
13045,2020-05-18,2826,139,17,4,136780,206.61,10.16230443047229,1.24,0.29244041526538966
13285,2020-05-18,1375,39,15,1,21406,642.34,18.219190881061383,7.01,0.4671587405400355
21043,2020-05-18,53,0,2,0,239659,2.21,0.00,0.08,0.00
4001,2020-05-18,6278,111,261,10,71981,872.17,15.42073602756283,36.26,1.3892554979786333
38087,2020-05-18,21,0,0,0,194810,1.08,0.00,0.00,0.00
53009,2020-05-18,141,0,2,0,393827,3.58,0.00,0.05,0.00
27007,2020-05-18,56,0,3,0,109921,5.09,0.00,0.27,0.00
26051,2020-05-18,121,7,1,0,81487,14.85,0.8590327291469805,0.12,0.00
21199,2020-05-18,332,14,6,0,115822,28.66,1.21,0.52,0.00
51810,2020-05-18,3735,131,52,2,1736,21514.98,754.6082949308757,299.54,11.52073732718894
38089,2020-05-18,427,14,0,0,197393,21.63,0.7092450086882514,0.00,0.00
48149,2020-05-18,193,12,6,1,0,inf,inf,inf,inf
1003,2020-05-18,1713,54,36,2,17780,963.44,30.371203599550057,20.25,1.124859392575928
48069,2020-05-18,179,7,5,0,22120,80.92,3.1645569620253164,2.26,0.00
48469,2020-05-18,1072,44,6,2,10899,983.58,40.37,5.51,1.8350307367648409
72131,2020-05-18,223,0,3,0,6489,343.66,0.00,4.62,0.00
26017,2020-05-18,1605,92,44,7,3367,4766.85,273.2402732402732,130.68,20.79002079002079
4023,2020-05-18,457,0,34,0,58709,77.84,0.00,5.79,0.00
25021,2020-05-18,51174,4917,520,67,917,558058.89,53620.50163576881,5670.67,730.6434023991276
42051,2020-05-18,612,28,6,0,1862,3286.79,150.37593984962405,32.22,0.00
48421,2020-05-18,161,0,0,0,10955,146.96,0.00,0.00,0.00
26067,2020-05-18,828,21,9,0,70868,116.84,2.9632556301856976,1.27,0.00
26129,2020-05-18,113,0,2,0,158242,7.14,0.00,0.13,0.00
15003,2020-05-18,2898,77,5,0,7371,3931.62,104.46343779677113,6.78,0.00
12081,2020-05-18,5790,549,84,7,110068,526.04,49.87825707744304,7.63,0.64
48159,2020-05-18,30,0,3,0,63784,4.70,0.00,0.47,0.00
6087,2020-05-18,1056,18,22,2,368683,28.64,0.4882243010933512,0.60,0.054247144565927906
41009,2020-05-18,111,0,1,0,2338,474.76,0.00,4.28,0.00
13277,2020-05-18,1212,70,28,8,28973,418.32,24.160425223483934,9.66,2.7611914541124496
72025,2020-05-18,531,0,12,0,5649,939.99,0.00,21.24,0.00
39163,2020-05-18,109,0,4,0,98364,11.08,0.00,0.41,0.00
42031,2020-05-18,167,8,1,1,311997,5.35,0.25641272191719794,0.03,0.03
21183,2020-05-18,849,0,23,0,73108,116.13,0.00,3.15,0.00
19039,2020-05-18,88,0,10,0,581,1514.63,0.00,172.12,0.00
21005,2020-05-18,73,7,4,0,16499,44.25,4.2426813746287655,2.42,0.00
55085,2020-05-18,49,0,0,0,6447,76.00,0.00,0.00,0.00
26059,2020-05-18,1120,157,15,1,12894,868.62,121.76205987280905,11.63,0.7755545214828603
28117,2020-05-18,252,17,0,1,10472,240.64,16.233766233766236,0.00,0.9549274255156608
39155,2020-05-18,3063,261,53,4,0,inf,inf,inf,inf
39017,2020-05-18,3884,109,131,3,239561,162.13,4.5499893555294895,5.47,0.12522906483108687
48445,2020-05-18,84,0,0,0,14448,58.14,0.00,0.00,0.00
53011,2020-05-18,2796,172,20,1,342776,81.57,5.0178542255000345,0.58,0.029173571078488576
21197,2020-05-18,7,0,0,0,5915,11.83,0.00,0.00,0.00
26135,2020-05-18,35,7,0,0,41384,8.46,1.6914749661705009,0.00,0.00
6103,2020-05-18,11,7,1,0,58660,1.88,1.1933174224343677,0.17,0.00
48085,2020-05-18,7047,213,108,2,623,113113.96,3418.940609951846,1733.55,32.102728731942214
29181,2020-05-18,41,0,2,0,38185,10.74,0.00,0.52,0.00
39027,2020-05-18,264,0,5,0,278894,9.47,0.00,0.18,0.00
48325,2020-05-18,335,14,26,0,8344,401.49,16.778523489932887,31.16,0.00
12079,2020-05-18,435,21,3,0,305249,14.25,0.6879629417295389,0.10,0.00
13319,2020-05-18,297,21,5,0,43337,68.53,4.845743821676628,1.15,0.00
48083,2020-05-18,14,0,0,0,14224,9.84,0.00,0.00,0.00
55049,2020-05-18,75,0,1,0,35882,20.90,0.00,0.28,0.00
18159,2020-05-18,147,7,0,0,6839,214.94,10.235414534288639,0.00,0.00
42023,2020-05-18,14,0,0,0,8904,15.72,0.00,0.00,0.00
21003,2020-05-18,249,10,11,1,4214,590.89,23.730422401518748,26.10,2.3730422401518747
48323,2020-05-18,396,0,48,0,1330,2977.44,0.00,360.90,0.00
39013,2020-05-18,2125,54,83,1,102550,207.22,5.2657240370550955,8.09,0.10
42033,2020-05-18,226,0,8,0,81774,27.64,0.00,0.98,0.00
29183,2020-05-18,4838,361,25,3,8379,5773.96,430.83900226757373,29.84,3.5803795202291444
48161,2020-05-18,50,0,1,0,1729,289.18,0.00,5.78,0.00
41015,2020-05-18,28,0,0,0,20741,13.50,0.00,0.00,0.00
72113,2020-05-18,472,0,15,0,9499,496.89,0.00,15.79,0.00
12063,2020-05-18,853,0,60,0,128149,66.56,0.00,4.68,0.00
26163,2020-05-18,131664,15336,934,121,111825,11774.11,1371.4285714285716,83.52,10.820478426112228
54107,2020-05-18,319,14,5,0,6069,525.62,23.06805074971165,8.24,0.00
29099,2020-05-18,2242,94,21,2,93457,239.90,10.058101586826027,2.25,0.21400216142183034
18077,2020-05-18,255,5,5,1,54915,46.44,0.9104980424292087,0.91,0.18209960848584178
13281,2020-05-18,146,7,1,0,2800,521.43,25.00,3.57,0.00
18037,2020-05-18,625,13,115,2,10864,575.29,11.966126656848306,105.85,1.840942562592047
28161,2020-05-18,426,1,37,1,258965,16.45,0.04,1.43,0.04
26055,2020-05-18,157,35,3,0,66500,23.61,5.263157894736842,0.45,0.00
39015,2020-05-18,151,7,6,0,137347,10.99,0.5096580194689363,0.44,0.00
39165,2020-05-18,1788,96,74,2,112168,159.40,8.558590685400471,6.60,0.17830397261250983
39029,2020-05-18,2730,293,98,6,128919,211.76,22.72744901837588,7.60,0.46540851232169034
26005,2020-05-18,1206,14,29,0,33187,363.40,4.218519299725796,8.74,0.00
18161,2020-05-18,139,0,1,0,1841,755.02,0.00,5.43,0.00
39019,2020-05-18,171,14,2,1,131047,13.05,1.068319000053416,0.15,0.08
18041,2020-05-18,476,28,7,0,7805,609.87,35.874439461883405,8.97,0.00
26057,2020-05-18,305,28,16,0,8806,346.35,31.796502384737682,18.17,0.00
8105,2020-05-18,52,0,1,0,22393,23.22,0.00,0.45,0.00
55087,2020-05-18,907,25,25,3,10353,876.07,24.147590070510965,24.15,2.8977108084613157
72149,2020-05-18,96,0,6,0,286468,3.35,0.00,0.21,0.00
51683,2020-05-18,3733,32,200,2,6888,5419.57,46.45760743321719,290.36,2.9036004645760745
13279,2020-05-18,302,28,6,0,154210,19.58,1.8157058556513843,0.39,0.00
72135,2020-05-18,461,0,6,0,53606,86.00,0.00,1.12,0.00
41011,2020-05-18,210,0,0,0,451836,4.65,0.00,0.00,0.00
39159,2020-05-18,217,0,9,0,207137,10.48,0.00,0.43,0.00
39023,2020-05-18,896,21,50,0,159131,56.31,1.3196674438041613,3.14,0.00
54083,2020-05-18,39,0,2,0,156716,2.49,0.00,0.13,0.00
48087,2020-05-18,28,0,0,0,186592,1.50,0.00,0.00,0.00
2170,2020-05-18,148,7,1,0,2268,652.56,30.864197530864196,4.41,0.00
48329,2020-05-18,816,84,21,0,889,9178.85,944.8818897637796,236.22,0.00
20197,2020-05-18,193,0,1,0,145607,13.25,0.00,0.07,0.00
28159,2020-05-18,516,0,17,0,196623,26.24,0.00,0.86,0.00
42025,2020-05-18,1453,124,16,5,25662,566.21,48.320473852388744,6.23,1.9484062037253527
29177,2020-05-18,88,0,2,0,0,inf,,inf,
39025,2020-05-18,987,27,27,2,48664,202.82,5.548249219135296,5.55,0.4109814236396515
29105,2020-05-18,21,0,1,0,233604,0.90,0.00,0.04,0.00
18075,2020-05-18,188,0,10,0,14371,130.82,0.00,6.96,0.00
26165,2020-05-18,77,14,0,0,203126,3.79,0.6892273761113792,0.00,0.00
48157,2020-05-18,10513,280,174,2,67151,1565.58,41.69707078077764,25.91,0.2978362198626975
29179,2020-05-18,14,0,0,0,124901,1.12,0.00,0.00,0.00
16053,2020-05-18,632,14,27,0,1491,4238.77,93.89671361502347,181.09,0.00
29101,2020-05-18,484,0,9,0,127603,37.93,0.00,0.71,0.00
48331,2020-05-18,156,7,4,0,1757,887.88,39.84,22.77,0.00
42029,2020-05-18,14548,1486,237,42,250201,581.45,59.39224863209979,9.47,1.6786503651064546
21047,2020-05-18,671,21,2,0,5908,1135.75,35.54502369668246,3.39,0.00
26133,2020-05-18,65,0,1,0,20286,32.04,0.00,0.49,0.00
26007,2020-05-18,626,59,4,1,74865,83.62,7.880852200627796,0.53,0.13357376611233554
13321,2020-05-18,1353,120,14,5,0,inf,inf,inf,inf
28119,2020-05-18,137,0,4,0,296989,4.61,0.00,0.13,0.00
51595,2020-05-18,356,21,6,0,203049,17.53,1.034233116144379,0.30,0.00
16081,2020-05-18,77,0,0,0,10535,73.09,0.00,0.00,0.00
19037,2020-05-18,49,0,0,0,104496,4.69,0.00,0.00,0.00
18039,2020-05-18,4286,155,193,5,455,94197.80,3406.5934065934066,4241.76,109.8901098901099
48437,2020-05-18,96,0,3,0,1092,879.12,0.00,27.47,0.00
19033,2020-05-18,111,0,4,0,38437,28.88,0.00,1.04,0.00
48441,2020-05-18,2742,42,7,0,227598,120.48,1.8453589223103894,0.31,0.00
51830,2020-05-18,297,21,1,0,11501,258.24,18.25928180158247,0.87,0.00
13069,2020-05-18,1338,79,23,2,6503,2057.51,121.48239274181147,35.37,3.075503613716746
39161,2020-05-18,25,0,2,0,15197,16.45,0.00,1.32,0.00
39157,2020-05-18,1724,7,53,0,0,inf,inf,inf,
41013,2020-05-18,7,0,0,0,437045,0.16,0.00,0.00,0.00
19035,2020-05-18,53,0,3,0,17654,30.02,0.00,1.70,0.00
39021,2020-05-18,151,8,5,1,258286,5.85,0.3097341706480413,0.19,0.038716771331005165
42027,2020-05-18,898,35,14,4,4270,2103.04,81.97,32.79,9.37
26009,2020-05-18,73,0,1,0,81487,8.96,0.00,0.12,0.00
12109,2020-05-18,1608,33,10,1,341670,47.06,0.9658442356659935,0.29,0.029268007141393743
55051,2020-05-18,14,7,0,0,63077,2.22,1.1097547442015314,0.00,0.00
48089,2020-05-18,124,0,2,0,58723,21.12,0.00,0.34,0.00
48449,2020-05-18,547,4,67,1,64015,85.45,0.6248535499492306,10.47,0.15621338748730765
21225,2020-05-18,70,0,0,0,7560,92.59,0.00,0.00,0.00
26011,2020-05-18,205,7,4,0,742,2762.80,94.33962264150944,53.91,0.00
29187,2020-05-18,210,12,0,1,201285,10.43,0.5961696102541173,0.00,0.05
42039,2020-05-18,147,0,0,0,20860,70.47,0.00,0.00,0.00
51820,2020-05-18,153,0,3,0,2317,660.34,0.00,12.95,0.00
48455,2020-05-18,77,0,0,0,0,inf,,,
51685,2020-05-18,1205,21,63,1,46753,257.74,4.491690372810301,13.48,0.21389001775287148
29173,2020-05-18,14,0,1,0,0,inf,,inf,
48319,2020-05-18,205,0,3,0,99379,20.63,0.00,0.30,0.00
16055,2020-05-18,453,0,2,0,92673,48.88,0.00,0.22,0.00
72023,2020-05-18,162,0,2,0,4081,396.96,0.00,4.90,0.00
55047,2020-05-18,70,0,3,0,1365,512.82,0.00,21.98,0.00
26013,2020-05-18,7,0,0,0,131509,0.53,0.00,0.00,0.00
39005,2020-05-18,105,0,0,0,58051,18.09,0.00,0.00,0.00
6101,2020-05-18,263,14,6,0,96992,27.12,1.443418013856813,0.62,0.00
18157,2020-05-18,1966,14,63,0,158557,123.99,0.8829632245816962,3.97,0.00
28113,2020-05-18,1223,73,8,1,160825,76.05,4.539095289911394,0.50,0.06
16051,2020-05-18,42,0,2,0,34713,12.10,0.00,0.58,0.00
26001,2020-05-18,37,7,2,0,301693,1.23,0.2320239448711107,0.07,0.00
72103,2020-05-18,108,0,3,0,14665,73.64,0.00,2.05,0.00
1015,2020-05-18,903,21,8,0,27272,331.11,7.7002053388090355,2.93,0.00
26061,2020-05-18,14,0,0,0,37387,3.74,0.00,0.00,0.00
55053,2020-05-18,103,7,1,0,11795,87.33,5.9347181008902075,0.85,0.00
28163,2020-05-18,1256,14,21,0,116613,107.71,1.200552254036857,1.80,0.00
18035,2020-05-18,1781,142,68,4,47964,371.32,29.60553748644817,14.18,0.8339588024351597
48077,2020-05-18,21,0,0,0,2828,74.26,0.00,0.00,0.00
39151,2020-05-18,3833,500,84,10,6272,6111.29,797.1938775510204,133.93,15.943877551020408
54079,2020-05-18,202,0,1,0,6769,298.42,0.00,1.48,0.00
39003,2020-05-18,1137,210,22,1,700,16242.86,3000.00,314.29,14.285714285714286
42019,2020-05-18,1404,48,9,6,76237,184.16,6.296155410102706,1.18,0.7870194262628383
6085,2020-05-18,16846,951,112,6,190225,885.58,49.99,5.89,0.3154159547903798
18079,2020-05-18,784,41,20,1,22218,352.87,18.45350616617157,9.00,0.4500855162480871
25027,2020-05-18,61302,3714,1624,124,132454,4628.17,280.39923294124753,122.61,9.36
42041,2020-05-18,3455,283,74,15,20741,1665.78,136.4447230123909,35.68,7.232052456487152
29107,2020-05-18,465,7,7,0,36505,127.38,1.9175455417066154,1.92,0.00
28157,2020-05-18,546,63,1,0,57918,94.27,10.877447425670775,0.17,0.00
21007,2020-05-18,66,0,2,0,154,4285.71,0.00,129.87,0.00
51580,2020-05-18,12,0,1,0,8673,13.84,0.00,1.15,0.00
48427,2020-05-18,109,0,3,0,2485,438.63,0.00,12.07,0.00
13273,2020-05-18,1392,168,2,1,41888,332.31,40.106951871657756,0.48,0.2387318563789152
1069,2020-05-18,884,28,30,0,83818,105.47,3.3405712376816434,3.58,0.00
48337,2020-05-18,63,7,0,0,777,810.81,90.09009009009009,0.00,0.00
27003,2020-05-18,5090,257,298,13,114310,445.28,22.482722421485434,26.07,1.1372583326043215
48317,2020-05-18,21,7,0,0,481572,0.44,0.14535728821443106,0.00,0.00
19045,2020-05-18,418,7,3,0,30289,138.00,2.3110700254217704,0.99,0.00
54109,2020-05-18,12,0,2,0,180705,0.66,0.00,0.11,0.00
39173,2020-05-18,1675,285,32,11,1953,8576.55,1459.2933947772658,163.85,56.32360471070149
55093,2020-05-18,117,0,8,0,7938,147.39,0.00,10.08,0.00
48093,2020-05-18,21,7,0,0,28154,7.46,2.486325211337643,0.00,0.00
8103,2020-05-18,7,0,0,0,19943,3.51,0.00,0.00,0.00
1109,2020-05-18,729,0,8,0,42091,173.20,0.00,1.90,0.00
18073,2020-05-18,297,7,4,0,1246,2383.63,56.17977528089887,32.10,0.00
29095,2020-05-18,2968,112,53,0,243586,121.85,4.597965400310363,2.18,0.00
19031,2020-05-18,299,7,1,0,85589,34.93,0.8178621084485155,0.12,0.00
48147,2020-05-18,170,10,2,1,50799,33.47,1.968542687848186,0.39,0.19685426878481857
48079,2020-05-18,7,0,0,0,432908,0.16,0.00,0.00,0.00
48453,2020-05-18,16670,527,366,14,115815,1439.36,45.50360488710444,31.60,1.2088244182532488
18165,2020-05-18,56,0,0,0,77,7272.73,0.00,0.00,0.00
29097,2020-05-18,189,0,1,0,5957,317.27,0.00,1.68,0.00
2180,2020-05-18,7,0,0,0,163415,0.43,0.00,0.00,0.00
15001,2020-05-18,531,0,2,0,171486,30.96,0.00,0.12,0.00
13037,2020-05-18,842,41,7,2,49525,170.02,8.28,1.41,0.4038364462392731
6089,2020-05-18,233,28,2,0,101115,23.04,2.769124264451367,0.20,0.00
54081,2020-05-18,72,0,2,0,24528,29.35,0.00,0.82,0.00
48451,2020-05-18,420,7,2,0,22582,185.99,3.10,0.89,0.00
51590,2020-05-18,300,7,5,0,16135,185.93,4.3383947939262475,3.10,0.00
12099,2020-05-18,30546,1858,769,37,457100,668.26,40.64756070881645,16.82,0.8094508860205645
29175,2020-05-18,56,0,0,0,412251,1.36,0.00,0.00,0.00
13059,2020-05-18,1357,91,15,0,80479,168.62,11.307297555884144,1.86,0.00
1057,2020-05-18,64,0,3,0,86107,7.43,0.00,0.35,0.00
19041,2020-05-18,65,0,1,0,50624,12.84,0.00,0.20,0.00
39167,2020-05-18,809,119,2,0,9541,847.92,124.72487160674982,2.10,0.00
27001,2020-05-18,18,0,2,0,101472,1.77,0.00,0.20,0.00
72105,2020-05-18,130,0,5,0,2261,574.97,0.00,22.11,0.00
28121,2020-05-18,1919,42,36,0,165130,116.21,2.543450614667232,2.18,0.00
55089,2020-05-18,813,73,15,2,41517,195.82,17.58315870607221,3.61,0.48173037550882775
41007,2020-05-18,255,0,6,0,19810,128.72,0.00,3.03,0.00
39153,2020-05-18,6868,711,113,34,16807,4086.39,423.03801987267207,67.23,20.229666210507528
29185,2020-05-18,14,0,0,0,233758,0.60,0.00,0.00,0.00
48081,2020-05-18,7,0,0,0,5187,13.50,0.00,0.00,0.00
16083,2020-05-18,2138,92,57,4,84637,252.61,10.869950494464597,6.73,0.47260654323759116
21227,2020-05-18,5117,15,237,1,24052,2127.47,6.236487610177948,98.54,0.41576584067852984
39169,2020-05-18,1377,334,14,6,135968,101.27,24.56460343610261,1.03,0.44128030124735235
48153,2020-05-18,28,0,0,0,8617,32.49,0.00,0.00,0.00
48429,2020-05-18,13,0,1,0,7161,18.15,0.00,1.40,0.00
19043,2020-05-18,198,21,7,1,23597,83.91,8.899436369029962,2.97,0.42
42021,2020-05-18,344,14,10,0,8498,404.80,16.474464579901152,11.77,0.00
72011,2020-05-18,77,0,3,0,158032,4.87,0.00,0.19,0.00
39033,2020-05-18,631,13,20,1,161448,39.08,0.8052128239433131,1.24,0.06
55091,2020-05-18,5,0,1,0,111470,0.45,0.00,0.09,0.00
29186,2020-05-18,56,7,0,0,186480,3.00,0.37537537537537535,0.00,0.00
39031,2020-05-18,136,0,2,0,9604,141.61,0.00,2.08,0.00
48321,2020-05-18,457,35,2,0,3752,1218.02,93.28358208955223,5.33,0.00
39007,2020-05-18,1535,180,39,7,441,34807.26,4081.6326530612246,884.35,158.73015873015873
42037,2020-05-18,2336,215,9,5,1981,11792.02,1085.3104492680463,45.43,25.239777889954567
48335,2020-05-18,7,0,0,0,31269,2.24,0.00,0.00,0.00
21045,2020-05-18,12,0,1,0,8372,14.33,0.00,1.19,0.00
39171,2020-05-18,319,7,3,0,71645,44.53,0.9770395701025891,0.42,0.00
39009,2020-05-18,51,7,3,0,175413,2.91,0.3990582225946766,0.17,0.00
48091,2020-05-18,485,42,6,0,657769,7.37,0.6385220343312014,0.09,0.00
28115,2020-05-18,172,14,2,0,167657,10.26,0.8350382029977871,0.12,0.00
39011,2020-05-18,361,21,12,0,6349,568.59,33.07607497243661,18.90,0.00
8059,2020-05-18,12397,803,191,34,12012,10320.51,668.4981684981685,159.01,28.305028305028305
13275,2020-05-18,1942,199,39,4,128989,150.56,15.427672127080603,3.02,0.31
48163,2020-05-18,241,0,1,0,7287,330.73,0.00,1.37,0.00
12065,2020-05-18,196,14,0,0,2163,906.15,64.72491909385114,0.00,0.00
42035,2020-05-18,299,0,3,0,57057,52.40,0.00,0.53,0.00
41005,2020-05-18,1944,63,21,0,8050,2414.91,78.26086956521739,26.09,0.00
41017,2020-05-18,656,0,16,0,305921,21.44,0.00,0.52,0.00
72153,2020-05-18,201,0,6,0,34048,59.03,0.00,1.76,0.00
38077,2020-05-18,61,0,1,0,183064,3.33,0.00,0.05,0.00
13315,2020-05-18,672,84,4,0,82782,81.18,10.147133434804667,0.48,0.00
48499,2020-05-18,116,0,4,0,23737,48.87,0.00,1.69,0.00
8101,2020-05-18,1380,90,34,2,67319,204.99,13.36918254876038,5.05,0.29709294552800847
29157,2020-05-18,322,0,2,0,517237,6.23,0.00,0.04,0.00
29225,2020-05-18,113,0,1,0,273847,4.13,0.00,0.04,0.00
72129,2020-05-18,158,0,5,0,12131,130.24,0.00,4.12,0.00
40145,2020-05-18,935,119,8,0,18060,517.72,65.89147286821705,4.43,0.00
40037,2020-05-18,583,49,3,0,20412,285.62,24.005486968449933,1.47,0.00
29117,2020-05-18,21,0,0,0,137151,1.53,0.00,0.00,0.00
48407,2020-05-18,82,0,1,0,13202,62.11,0.00,0.76,0.00
48283,2020-05-18,25,0,2,0,0,inf,,inf,
42075,2020-05-18,6017,133,62,5,13293,4526.44,100.05265929436545,46.64,3.7613781689611074
21187,2020-05-18,8,0,1,0,7245,11.04,0.00,1.38,0.00
48183,2020-05-18,1058,0,52,0,86723,122.00,0.00,6.00,0.00
11001,2020-05-18,48111,2562,881,64,216825,2218.89,118.15980629539952,40.63,2.9516891502363656
1055,2020-05-18,1402,70,13,0,17353,807.93,40.338846308995564,7.49,0.00
29073,2020-05-18,14,0,0,0,50358,2.78,0.00,0.00,0.00
19069,2020-05-18,49,0,1,0,42329,11.58,0.00,0.24,0.00
1071,2020-05-18,431,14,4,0,34202,126.02,4.093327875562832,1.17,0.00
39059,2020-05-18,159,0,4,0,22953,69.27,0.00,1.74,0.00
18139,2020-05-18,364,14,7,0,91679,39.70,1.5270672673131251,0.76,0.00
17007,2020-05-18,1918,95,101,2,651,29462.37,1459.2933947772658,1551.46,30.721966205837173
1111,2020-05-18,830,49,9,0,23107,359.20,21.205695243865495,3.89,0.00
48497,2020-05-18,246,14,6,0,99568,24.71,1.41,0.60,0.00
72145,2020-05-18,218,0,3,0,21819,99.91,0.00,1.37,0.00
19021,2020-05-18,540,0,75,0,14161,381.33,0.00,52.96,0.00
27015,2020-05-18,68,12,1,1,68278,9.96,1.7575207240985382,0.15,0.14646006034154485
