geoid,period,confirmed_cases_total,death_total,cases,death,pop,confirmed_rate_total,death_rate_tatal,confirmed_rate,death_rate
51199,2021-06-07,26442,385,5,1,597093,442.85,6.45,0.08,0.02
20153,2021-06-07,2520,49,0,0,23142,1088.93,21.17362371445856,0.00,0.00
30081,2021-06-07,22278,320,35,1,124341,1791.69,25.735678497036375,2.81,0.08
8111,2021-06-07,344,0,1,0,6678,515.12,0.00,1.50,0.00
13043,2021-06-07,6846,469,0,0,135730,504.38,34.55389375966993,0.00,0.00
36055,2021-06-07,480359,7721,328,11,130046,36937.62,593.7129938637098,25.22,0.8458545437768173
13247,2021-06-07,54795,1211,33,0,77343,7084.67,156.58,4.27,0.00
48361,2021-06-07,61062,1056,22,3,63539,9610.16,166.19713876516784,3.46,0.47215096240104504
51053,2021-06-07,14971,315,2,0,597093,250.73,5.28,0.03,0.00
31141,2021-06-07,29050,350,0,0,10213,28444.14,342.7004797806717,0.00,0.00
47183,2021-06-07,29369,469,11,0,557242,527.04,8.416451021279803,0.20,0.00
51077,2021-06-07,10468,248,4,1,597093,175.32,4.153456831682837,0.07,0.02
40041,2021-06-07,32711,658,14,0,7238,45193.42,909.0909090909091,19.34,0.00
37043,2021-06-07,5580,126,21,0,47873,1165.58,26.319637373885072,4.39,0.00
72053,2021-06-07,11763,0,6,0,597093,197.00,0.00,0.10,0.00
50017,2021-06-07,5715,21,4,0,597093,95.71,0.3517040059086273,0.07,0.00
18175,2021-06-07,17076,231,3,0,6265,27256.19,368.7150837988827,4.79,0.00
72087,2021-06-07,10134,0,1,0,597093,169.72,0.00,0.02,0.00
39125,2021-06-07,12315,287,3,0,328489,374.90,8.736974449677158,0.09,0.00
45023,2021-06-07,29855,532,5,0,414792,719.76,12.825705413797758,0.12,0.00
30083,2021-06-07,8694,119,0,0,7294,11919.39,163.14779270633395,0.00,0.00
51111,2021-06-07,5466,98,2,0,597093,91.54,1.6412853609069273,0.03,0.00
18039,2021-06-07,205436,3288,104,7,455,4515076.92,72263.73626373627,2285.71,153.84615384615387
39121,2021-06-07,9460,273,4,0,82642,1144.70,33.034050482805355,0.48,0.00
18177,2021-06-07,52629,1435,20,0,1092,481950.55,13141.02564102564,183.15,0.00
55093,2021-06-07,34846,301,8,0,597093,583.59,5.0410907513569905,0.13,0.00
27095,2021-06-07,21747,378,8,0,413931,525.38,9.131956775404596,0.19,0.00
13093,2021-06-07,7632,322,0,0,433790,175.94,7.422946587058253,0.00,0.00
17003,2021-06-07,3295,77,1,0,11662,2825.42,66.02641056422569,0.86,0.00
13219,2021-06-07,28334,511,4,0,57197,4953.76,89.34035001835761,0.70,0.00
47181,2021-06-07,20822,238,0,0,499520,416.84,4.76,0.00,0.00
31143,2021-06-07,4095,126,0,0,70385,581.80,17.901541521631028,0.00,0.00
30077,2021-06-07,6503,77,0,0,10437,6230.72,73.77598926894701,0.00,0.00
6009,2021-06-07,15280,392,27,0,61607,2480.24,63.629133053062155,4.38,0.00
37047,2021-06-07,44702,1057,28,0,491092,910.26,21.523461998973715,0.57,0.00
53025,2021-06-07,73660,868,79,0,597093,1233.64,14.537098910889927,1.32,0.00
13063,2021-06-07,190708,3533,93,6,94976,20079.60,371.9887129380054,9.79,0.6317385444743936
28011,2021-06-07,33725,931,9,0,158949,2121.75,58.57224644382789,0.57,0.00
12059,2021-06-07,15859,343,6,0,34797,4557.58,98.57171595252466,1.72,0.00
55015,2021-06-07,45625,392,12,0,597093,764.12,6.565141443627709,0.20,0.00
19195,2021-06-07,5297,56,2,0,2135,24810.30,262.2950819672131,9.37,0.00
37045,2021-06-07,81150,1589,38,0,268541,3021.88,59.171597633136095,1.42,0.00
50019,2021-06-07,9007,77,8,0,597093,150.85,1.29,0.13,0.00
19147,2021-06-07,7945,161,0,0,290626,273.38,5.539765884676526,0.00,0.00
28069,2021-06-07,6751,196,3,0,25879,2608.68,75.74,1.16,0.00
30079,2021-06-07,987,14,0,0,87808,112.40,1.5943877551020407,0.00,0.00
36053,2021-06-07,31844,623,7,0,36302,8771.97,171.61588893173928,1.93,0.00
40043,2021-06-07,3864,98,0,0,21196,1822.99,46.23513870541612,0.00,0.00
54013,2021-06-07,2600,7,5,0,597093,43.54,0.1172346686362091,0.08,0.00
48197,2021-06-07,2681,84,0,0,18949,1414.85,44.32951606944958,0.00,0.00
20099,2021-06-07,19263,350,1,0,847,227426.21,4132.231404958678,11.81,0.00
45027,2021-06-07,24228,798,6,0,6377,37992.79,1251.3721185510428,9.41,0.00
1075,2021-06-07,10196,259,9,0,805,126658.39,3217.391304347826,111.80,0.00
55001,2021-06-07,13670,132,6,1,597093,228.94,2.21,0.10,0.02
23021,2021-06-07,4001,42,3,0,26348,1518.52,15.94048884165781,1.14,0.00
42025,2021-06-07,44580,1201,12,1,25662,17371.99,468.0071701348297,4.68,0.38968124074507055
54081,2021-06-07,48886,626,37,2,597093,818.73,10.484128938038127,0.62,0.03
19149,2021-06-07,28177,562,4,1,130865,2153.13,42.94501967676614,0.31,0.08
31137,2021-06-07,7052,70,0,0,2954,23872.71,236.96682464454975,0.00,0.00
50015,2021-06-07,6177,21,6,0,597093,103.45,0.3517040059086273,0.10,0.00
30089,2021-06-07,4564,105,7,0,74102,615.91,14.169658038919327,0.94,0.00
12015,2021-06-07,93215,3059,76,1,74669,12483.76,409.6746976656979,10.18,0.13392438629149983
24043,2021-06-07,102255,2296,30,0,180726,5658.01,127.04314819118444,1.66,0.00
20101,2021-06-07,1001,49,0,0,17675,566.34,27.722772277227723,0.00,0.00
28067,2021-06-07,58999,1156,17,1,121751,4845.87,94.94788543831262,1.40,0.08
37039,2021-06-07,18303,238,5,0,322448,567.63,7.381035081625565,0.16,0.00
30091,2021-06-07,2968,35,0,0,39270,755.79,8.91,0.00,0.00
48363,2021-06-07,20382,531,4,1,72667,2804.85,73.07305929789314,0.55,0.1376140476419833
12023,2021-06-07,57757,1190,31,0,30338,19037.84,392.2473465620674,10.22,0.00
45017,2021-06-07,9353,259,5,0,97685,957.47,26.513794338946614,0.51,0.00
1045,2021-06-07,34372,798,13,0,36428,9435.60,219.06225980015373,3.57,0.00
17185,2021-06-07,9468,105,4,0,21931,4317.18,47.87743376954995,1.82,0.00
51185,2021-06-07,25947,512,16,2,597093,434.56,8.574878620248437,0.27,0.03
27093,2021-06-07,18344,294,11,0,134379,1365.09,21.878418502891076,0.82,0.00
22027,2021-06-07,10218,385,18,0,22120,4619.35,174.0506329113924,8.14,0.00
13221,2021-06-07,10543,210,1,0,16772,6286.07,125.20868113522538,0.60,0.00
48053,2021-06-07,33615,461,20,1,11004,30547.98,418.9385677935296,18.18,0.9087604507451835
39129,2021-06-07,60460,854,13,0,129745,4659.91,65.82141893714594,1.00,0.00
16037,2021-06-07,1797,21,2,0,34713,517.67,6.049606775559589,0.58,0.00
31135,2021-06-07,1946,77,0,0,1799,10817.12,428.01556420233464,0.00,0.00
36059,2021-06-07,1283194,22197,227,4,201740,63606.32,1100.2775850104094,11.25,0.19827500743531276
21085,2021-06-07,15587,405,8,3,2569,60673.41,1576.4889061891788,31.14,11.677695601401323
24041,2021-06-07,15136,308,9,0,88291,1714.33,34.88,1.02,0.00
23025,2021-06-07,15508,228,56,2,30254,5125.93,75.36193561181993,18.51,0.6610696106299992
21105,2021-06-07,2780,91,6,2,261506,106.31,3.4798436747149206,0.23,0.08
26083,2021-06-07,1223,14,1,0,4494,2721.41,31.15264797507788,2.23,0.00
5113,2021-06-07,14080,518,2,0,2128,66165.41,2434.2105263157896,9.40,0.00
13149,2021-06-07,6190,154,2,0,193620,319.70,7.953723788864786,0.10,0.00
36057,2021-06-07,29759,871,6,1,262276,1134.64,33.21,0.23,0.04
18135,2021-06-07,17370,586,6,1,141785,1225.09,41.330183023592056,0.42,0.07
49011,2021-06-07,271757,1208,208,1,597093,4551.33,20.231354244648657,3.48,0.02
17027,2021-06-07,40455,700,5,0,64603,6262.09,108.35410120273052,0.77,0.00
51630,2021-06-07,14959,174,6,1,597093,250.53,2.9141189061000548,0.10,0.02
13305,2021-06-07,25413,630,9,0,104440,2433.26,60.32171581769437,0.86,0.00
26049,2021-06-07,291395,6650,82,8,321748,9056.62,206.68349142807415,2.55,0.24864179419918694
20151,2021-06-07,5712,175,0,0,460537,124.03,3.7999118420452644,0.00,0.00
1113,2021-06-07,31651,286,26,1,43330,7304.64,66.00507731363952,6.00,0.23078698361412414
31139,2021-06-07,5110,140,0,0,6804,7510.29,205.76131687242798,0.00,0.00
45021,2021-06-07,43090,1094,8,1,11088,38861.83,986.6522366522366,7.22,0.9018759018759018
17183,2021-06-07,69554,1083,31,3,805,864024.84,13453.416149068322,385.09,37.267080745341616
27057,2021-06-07,13612,287,9,0,21721,6266.75,132.13,4.14,0.00
30085,2021-06-07,11636,378,4,0,36337,3202.25,104.02619919090735,1.10,0.00
37041,2021-06-07,10399,169,6,8,139076,747.72,12.151629324973397,0.43,0.5752250568034744
48407,2021-06-07,9529,273,19,0,597093,159.59,4.572152076812155,0.32,0.00
30087,2021-06-07,8603,350,0,0,12880,6679.35,271.7391304347826,0.00,0.00
23023,2021-06-07,10236,70,7,0,234178,437.10,2.9891791713995337,0.30,0.00
28013,2021-06-07,12131,224,2,0,5187,23387.31,431.84885290148446,3.86,0.00
48195,2021-06-07,6452,168,10,0,2926,22050.58,574.1626794258374,34.18,0.00
1017,2021-06-07,25842,867,39,1,65107,3969.16,133.17,5.99,0.15359331561890427
55125,2021-06-07,17010,299,4,1,597093,284.88,5.007595131746646,0.07,0.02
45019,2021-06-07,306875,3576,59,1,0,inf,inf,inf,inf
39127,2021-06-07,20791,350,5,0,292768,710.15,11.954858454475898,0.17,0.00
53077,2021-06-07,218688,3213,160,4,597093,3662.55,53.81071290401998,2.68,0.07
55095,2021-06-07,33663,425,23,1,597093,563.78,7.12,0.39,0.02
42027,2021-06-07,118079,1568,19,0,4270,276531.62,3672.1311475409834,44.50,0.00
19193,2021-06-07,106461,1603,12,0,4613,230784.74,3474.9620637329285,26.01,0.00
47185,2021-06-07,25952,518,6,0,334586,775.65,15.481819322984226,0.18,0.00
48155,2021-06-07,868,70,0,0,67011,129.53,10.446046171524078,0.00,0.00
37037,2021-06-07,33187,623,23,0,158739,2090.66,39.246813952462844,1.45,0.00
22029,2021-06-07,13289,427,18,0,8792,15114.88,485.6687898089172,20.47,0.00
30075,2021-06-07,882,42,0,0,15253,578.25,27.535566773749427,0.00,0.00
45039,2021-06-07,16889,581,5,0,37975,4447.40,152.99539170506912,1.32,0.00
17175,2021-06-07,4518,168,2,0,82075,550.47,20.46908315565032,0.24,0.00
18181,2021-06-07,22783,378,27,0,19159,11891.54,197.29630982827913,14.09,0.00
39111,2021-06-07,9482,305,6,1,375802,252.31,8.115975966067237,0.16,0.03
72051,2021-06-07,18611,0,8,0,597093,311.69,0.00,0.13,0.00
72091,2021-06-07,13335,0,3,0,597093,223.33,0.00,0.05,0.00
19143,2021-06-07,5528,112,1,0,4788,11545.53,233.91812865497076,2.09,0.00
40047,2021-06-07,54687,973,4,0,6818,80209.74,1427.1047227926078,5.87,0.00
55091,2021-06-07,6230,49,0,0,597093,104.34,0.8206426804534637,0.00,0.00
27051,2021-06-07,4151,56,0,0,175,237200.00,3200.00,0.00,0.00
26047,2021-06-07,16627,299,12,1,29876,5565.34,100.08033203909493,4.02,0.33471682956219034
20157,2021-06-07,4760,105,0,0,2492,19101.12,421.34831460674155,0.00,0.00
30063,2021-06-07,64662,664,39,1,12985,49797.46,511.35926068540624,30.03,0.7701193685021178
24047,2021-06-07,25626,742,18,0,21854,11726.00,339.52594490711084,8.24,0.00
6011,2021-06-07,15858,126,11,0,196126,808.56,6.424441430508958,0.56,0.00
42017,2021-06-07,424465,9139,97,8,6468,656253.87,14129.56,149.97,12.368583797155226
39113,2021-06-07,366246,7218,131,5,910,4024681.32,79318.68131868132,1439.56,54.94505494505495
1103,2021-06-07,101856,1982,53,1,12607,80793.21,1572.1424605377965,42.04,0.7932101213611487
13217,2021-06-07,79176,1784,42,1,89243,8871.96,199.90,4.71,0.11205360644532343
31147,2021-06-07,5619,166,2,1,413,136053.27,4019.3704600484257,48.43,24.213075060532688
37053,2021-06-07,11020,112,1,0,282450,390.16,3.9653035935563814,0.04,0.00
28073,2021-06-07,44060,616,19,0,225554,1953.41,27.310533176090868,0.84,0.00
16053,2021-06-07,18433,161,9,0,1491,123628.44,1079.81,60.36,0.00
26087,2021-06-07,68081,1467,23,2,88172,7721.39,166.3793494533412,2.61,0.22682937894116045
45037,2021-06-07,22133,302,10,0,11928,18555.50,253.18578135479547,8.38,0.00
8015,2021-06-07,12143,175,12,0,78925,1538.55,22.172949002217294,1.52,0.00
49007,2021-06-07,11760,119,9,0,597093,196.95,1.9929893668155547,0.15,0.00
51051,2021-06-07,6690,124,4,1,597093,112.04,2.0767284158414183,0.07,0.02
47177,2021-06-07,38890,580,10,1,4214,92287.61,1376.3644992880875,23.73,2.3730422401518747
21215,2021-06-07,11445,175,9,1,44555,2568.74,39.27729772191673,2.02,0.22444170126809562
50025,2021-06-07,9679,98,4,0,597093,162.10,1.6412853609069273,0.07,0.00
37055,2021-06-07,15047,70,15,0,217707,691.16,3.2153306967621624,0.69,0.00
48059,2021-06-07,8442,280,4,0,173012,487.94,16.18384851917786,0.23,0.00
30057,2021-06-07,5513,56,3,0,0,inf,inf,inf,
19197,2021-06-07,13002,278,4,2,87906,1479.08,31.62469000978318,0.46,0.22751575546606603
37057,2021-06-07,118369,1351,91,0,586845,2017.04,23.021411105147013,1.55,0.00
45043,2021-06-07,47422,980,10,0,0,inf,inf,inf,
17173,2021-06-07,16244,280,6,0,9695,16755.03,288.8086642599278,6.19,0.00
47175,2021-06-07,6021,161,3,0,10759,5596.25,149.64216005204943,2.79,0.00
36045,2021-06-07,42632,476,23,0,15687,27176.64,303.4359660865685,14.66,0.00
48355,2021-06-07,277085,5794,181,6,30142,91926.55,1922.2347554906773,60.05,1.9905779311260035
30059,2021-06-07,1063,49,1,0,293594,36.21,1.6689714367459825,0.03,0.00
8085,2021-06-07,25281,425,38,1,6454,39171.06,658.5063526495197,58.88,1.549426712116517
31151,2021-06-07,14229,21,7,0,112154,1268.70,1.8724254150543003,0.62,0.00
23017,2021-06-07,25139,460,35,1,87780,2863.86,52.403736614262925,3.99,0.1139211665527455
36049,2021-06-07,19564,252,14,0,32018,6110.31,78.70572802798426,4.37,0.00
27097,2021-06-07,29633,421,11,1,71526,4142.97,58.85971534826497,1.54,0.13980930011464363
31149,2021-06-07,1057,14,0,0,1974,5354.61,70.92198581560284,0.00,0.00
21229,2021-06-07,10178,287,0,4,9961,10217.85,288.1236823612087,0.00,4.0156610782049995
28075,2021-06-07,50701,1688,15,1,264719,1915.28,63.765728942765726,0.57,0.037775905771780645
51131,2021-06-07,5649,252,0,0,597093,94.61,4.220448070903528,0.00,0.00
18043,2021-06-07,54244,1288,14,0,58513,9270.42,220.12202416557005,2.39,0.00
21081,2021-06-07,17542,161,22,0,52360,3350.27,30.748663101604276,4.20,0.00
8057,2021-06-07,448,0,2,0,14651,305.78,0.00,1.37,0.00
42015,2021-06-07,42530,634,41,1,300370,1415.92,21.107300995438962,1.36,0.033292272863468385
30061,2021-06-07,1848,0,2,0,19614,942.18,0.00,1.02,0.00
53075,2021-06-07,30418,344,20,1,597093,509.43,5.761246572979419,0.33,0.02
48201,2021-06-07,2810157,45258,1748,40,16436,1709757.24,27535.89681187637,1063.52,24.33682161109759
45041,2021-06-07,125264,2944,25,1,4991,250979.76,5898.617511520737,50.09,2.003606491685033
20097,2021-06-07,1897,35,0,0,11144,1702.26,31.407035175879397,0.00,0.00
12121,2021-06-07,37662,978,7,1,53214,7077.46,183.78622167098885,1.32,0.1879204720562258
27055,2021-06-07,12163,112,4,0,54768,2220.82,20.449897750511248,0.73,0.00
6087,2021-06-07,113316,1451,31,1,368683,3073.53,39.36,0.84,0.027123572282963953
51640,2021-06-07,8230,371,2,0,597093,137.83,6.213437437719082,0.03,0.00
21083,2021-06-07,29980,672,35,3,2359,127087.75,2848.66,148.37,12.71725307333616
23019,2021-06-07,43442,656,82,1,311185,1396.02,21.080707617655094,2.64,0.032135225026913246
40045,2021-06-07,2499,42,0,0,28035,891.39,14.981273408239701,0.00,0.00
31145,2021-06-07,8904,105,0,0,9583,9291.45,109.5690284879474,0.00,0.00
37051,2021-06-07,208223,2186,281,5,71561,29097.27,305.4736518494711,39.27,0.6987046016685067
50021,2021-06-07,15926,140,5,0,597093,266.73,2.344693372724182,0.08,0.00
30071,2021-06-07,3668,112,0,0,2912,12596.15,384.61538461538464,0.00,0.00
19145,2021-06-07,13562,154,4,0,847,160118.06,1818.1818181818182,47.23,0.00
18041,2021-06-07,20831,461,3,1,7805,26689.30,590.6470211402947,3.84,1.2812299807815504
17029,2021-06-07,40230,710,17,1,12117,33201.29,585.9536188825617,14.03,0.8252867871585376
42021,2021-06-07,102666,3030,81,2,8498,120811.96,3565.5448340786065,95.32,2.353494939985879
56033,2021-06-07,22587,217,27,0,597093,378.28,3.634274727722482,0.45,0.00
37049,2021-06-07,65939,890,27,1,42476,15523.83,209.53008757886806,6.36,0.23542706469535737
28071,2021-06-07,43880,837,25,1,380996,1151.72,21.97,0.66,0.026246994719104664
8123,2021-06-07,229197,2413,277,1,308,7441461.04,78344.15584415584,8993.51,32.46753246753247
1087,2021-06-07,11373,351,8,1,62930,1807.25,55.78,1.27,0.15890672175433024
30073,2021-06-07,3510,28,3,0,42980,816.66,6.514657980456026,0.70,0.00
36051,2021-06-07,31530,420,15,0,3654,86289.00,1149.4252873563219,41.05,0.00
45031,2021-06-07,60004,1254,25,2,3101,193498.87,4043.8568203805225,80.62,6.449532408900354
17179,2021-06-07,120183,2336,50,1,16989,70741.66,1375.0073577020426,29.43,0.59
49009,2021-06-07,368,0,4,0,597093,6.16,0.00,0.07,0.00
21159,2021-06-07,7335,140,9,0,2261,32441.40,619.1950464396285,39.81,0.00
48153,2021-06-07,6212,210,3,0,8617,7209.01,243.7043054427295,3.48,0.00
51520,2021-06-07,11011,250,12,1,597093,184.41,4.186952451293182,0.20,0.02
72089,2021-06-07,6455,0,5,0,597093,108.11,0.00,0.08,0.00
39119,2021-06-07,62140,941,7,0,66031,9410.73,142.50882161409035,1.06,0.00
42023,2021-06-07,2121,49,0,0,8904,2382.08,55.03,0.00,0.00
45029,2021-06-07,25745,903,5,0,11487,22412.29,786.1060329067642,4.35,0.00
48359,2021-06-07,2004,28,2,0,10465,1914.95,26.755852842809364,1.91,0.00
48357,2021-06-07,8315,189,4,0,7623,10907.78,247.93388429752068,5.25,0.00
48409,2021-06-07,30912,1057,0,0,597093,517.71,17.702434964067574,0.00,0.00
47179,2021-06-07,103714,1757,36,2,3836,270370.18,4580.29,93.85,5.213764337851929
55127,2021-06-07,88691,1153,18,1,597093,1485.38,19.310224705364156,0.30,0.02
50023,2021-06-07,13243,105,3,0,597093,221.79,1.7585200295431365,0.05,0.00
30065,2021-06-07,2502,84,6,0,10934,2288.28,76.82458386683739,5.49,0.00
18133,2021-06-07,25960,420,16,0,16716,15530.03,251.25628140703517,9.57,0.00
24045,2021-06-07,53812,1203,11,1,110005,4891.78,109.35866551520385,1.00,0.09
18179,2021-06-07,20772,581,3,0,29596,7018.52,196.31031220435196,1.01,0.00
39115,2021-06-07,7655,168,4,0,199409,383.88,8.424895566398709,0.20,0.00
20155,2021-06-07,59960,973,17,0,46179,12984.26,210.70183416704563,3.68,0.00
16035,2021-06-07,7534,98,11,0,47761,1577.44,20.518833357760514,2.30,0.00
30067,2021-06-07,10054,140,15,0,37170,2704.87,37.66478342749529,4.04,0.00
22005,2021-06-07,88466,1169,93,0,34496,25645.29,338.87987012987014,26.96,0.00
45035,2021-06-07,127590,1554,39,0,18641,68445.90,833.6462636124671,20.92,0.00
17177,2021-06-07,33668,728,3,0,90153,3734.54,80.75161114993399,0.33,0.00
39117,2021-06-07,20360,279,6,1,216790,939.16,12.869597306148806,0.28,0.05
21107,2021-06-07,31988,1031,22,1,23331,13710.51,441.9013329904419,9.43,0.4286142900004286
54047,2021-06-07,11208,175,18,0,597093,187.71,2.9308667159052275,0.30,0.00
13139,2021-06-07,194058,3381,54,0,153265,12661.60,220.59831011646494,3.52,0.00
51183,2021-06-07,8389,154,1,0,597093,140.50,2.58,0.02,0.00
13287,2021-06-07,7276,273,3,0,2660,27353.38,1026.3157894736842,11.28,0.00
48057,2021-06-07,17001,175,27,0,2107,80688.18,830.5647840531561,128.14,0.00
13007,2021-06-07,1610,63,0,0,48300,333.33,13.043478260869566,0.00,0.00
30069,2021-06-07,84,7,0,0,13587,61.82,5.151983513652756,0.00,0.00
42019,2021-06-07,122567,2919,64,0,76237,16077.10,382.8849508768708,8.39,0.00
13307,2021-06-07,1022,28,0,0,56252,181.68,4.9776007964161275,0.00,0.00
48199,2021-06-07,41554,791,37,0,3451,120411.47,2292.0892494929008,107.22,0.00
27053,2021-06-07,870952,12298,320,9,136241,63927.31,902.6651301737362,23.49,0.66
6113,2021-06-07,98543,1473,30,0,235340,4187.26,62.59029489249597,1.27,0.00
45033,2021-06-07,30835,595,11,0,8204,37585.32,725.2559726962457,13.41,0.00
28009,2021-06-07,7148,175,2,0,180005,397.10,9.721952167995333,0.11,0.00
20159,2021-06-07,7550,84,1,0,53690,1406.22,15.645371577574966,0.19,0.00
19151,2021-06-07,6006,154,0,0,92883,646.62,16.57999849272741,0.00,0.00
49013,2021-06-07,9257,63,16,0,597093,155.03,1.055112017725882,0.27,0.00
17193,2021-06-07,11914,252,0,0,41048,2902.46,61.391541609822646,0.00,0.00
18033,2021-06-07,30599,616,15,0,2408,127072.26,2558.139534883721,62.29,0.00
37023,2021-06-07,70525,1113,23,0,97307,7247.68,114.38026041291992,2.36,0.00
50007,2021-06-07,52482,725,10,1,597093,878.96,12.14216210875023,0.17,0.02
51187,2021-06-07,21247,412,8,1,597093,355.84,6.900097639731165,0.13,0.02
28059,2021-06-07,95128,1736,52,0,54159,17564.58,320.5376761018482,9.60,0.00
31003,2021-06-07,4305,49,0,0,47474,906.81,10.321439103509288,0.00,0.00
42039,2021-06-07,52342,1066,55,2,20860,25092.04,511.02588686481306,26.37,0.9587727708533077
16039,2021-06-07,14551,124,17,1,33327,4366.13,37.207069343175206,5.10,0.3000570108320581
31005,2021-06-07,168,4,0,1,28399,59.16,1.4085002993063136,0.00,0.3521250748265784
31123,2021-06-07,3530,105,3,0,312249,113.05,3.3627009213800525,0.10,0.00
49017,2021-06-07,3283,70,0,0,597093,54.98,1.172346686362091,0.00,0.00
1111,2021-06-07,12985,301,13,0,23107,5619.51,130.2635564980309,5.63,0.00
44007,2021-06-07,692503,13871,287,5,14196,487815.58,9771.06,202.17,3.522118906734291
19189,2021-06-07,10078,217,6,0,316351,318.57,6.859469386851946,0.19,0.00
13225,2021-06-07,18856,435,5,4,11179,16867.34,389.1224617586546,4.47,3.578137579389928
48005,2021-06-07,60627,1987,56,1,3360,180437.50,5913.690476190476,166.67,2.9761904761904763
36067,2021-06-07,271392,4728,136,1,54502,49794.87,867.49,24.95,0.18347950533925358
37021,2021-06-07,125889,2325,67,1,630252,1997.44,36.890005902400944,1.06,0.02
39143,2021-06-07,38061,868,9,0,396088,960.92,21.914322069843067,0.23,0.00
21103,2021-06-07,9667,126,1,0,18564,5207.39,67.87330316742081,0.54,0.00
28057,2021-06-07,21314,539,3,0,45059,4730.24,119.62094143234425,0.67,0.00
51610,2021-06-07,3016,56,0,0,597093,50.51,0.9378773490896728,0.00,0.00
21089,2021-06-07,25665,441,16,3,46956,5465.76,93.91771019677998,3.41,0.64
19157,2021-06-07,10968,245,2,0,170548,643.10,14.365457231981614,0.12,0.00
27063,2021-06-07,8576,84,2,0,29365,2920.48,28.605482717520857,0.68,0.00
42041,2021-06-07,143206,3668,96,0,20741,69044.89,1768.4778940263245,46.29,0.00
13005,2021-06-07,11624,273,3,0,80486,1444.23,33.918942424769526,0.37,0.00
44005,2021-06-07,48402,294,33,0,6909,70056.45,425.53,47.76,0.00
40031,2021-06-07,97673,1365,68,0,215166,4539.43,63.43939098184657,3.16,0.00
26051,2021-06-07,16092,413,3,0,81487,1974.79,50.682931019671855,0.37,0.00
39141,2021-06-07,48437,1112,8,1,6496,74564.35,1711.8226600985222,12.32,1.5394088669950738
28017,2021-06-07,14688,413,6,0,100177,1466.20,41.22702816015652,0.60,0.00
37025,2021-06-07,155210,1820,86,0,669501,2318.29,27.184425415346652,1.28,0.00
24039,2021-06-07,18291,280,2,0,63490,2880.93,44.10143329658214,0.32,0.00
72081,2021-06-07,7825,0,1,0,597093,131.05,0.00,0.02,0.00
30111,2021-06-07,123962,1877,98,1,3836,323154.33,4893.117831074035,255.47,2.6068821689259645
48003,2021-06-07,12853,329,3,0,28924,4443.71,113.74636979670862,1.04,0.00
13039,2021-06-07,28133,264,14,1,37828,7437.08,69.78957386063233,3.70,0.2643544464417891
48189,2021-06-07,43096,1092,12,0,5726,75263.71,1907.0904645476771,20.96,0.00
6005,2021-06-07,25823,329,11,0,235095,1098.41,13.99434271252047,0.47,0.00
16051,2021-06-07,21127,223,2,1,34713,6086.19,64.24106242618039,0.58,0.2880765131218852
48369,2021-06-07,9072,245,3,0,4858,18674.35,504.3227665706052,6.18,0.00
31125,2021-06-07,2898,70,0,0,17486,1657.33,40.03202562049639,0.00,0.00
20143,2021-06-07,3864,91,0,0,20307,1902.79,44.81,0.00,0.00
13029,2021-06-07,25951,287,10,0,0,inf,inf,inf,
13065,2021-06-07,6909,189,0,0,188636,366.26,10.019296422740092,0.00,0.00
24001,2021-06-07,49103,1477,14,0,190043,2583.78,77.71925301116063,0.74,0.00
39139,2021-06-07,80940,1475,35,2,149366,5418.90,98.75071970863517,2.34,0.13389928096086123
40033,2021-06-07,4865,112,0,0,17542,2773.34,63.84676775738229,0.00,0.00
17023,2021-06-07,12796,287,5,0,42973,2977.68,66.78612151816257,1.16,0.00
31001,2021-06-07,22251,378,1,0,200662,1108.88,18.83764738714854,0.05,0.00
48049,2021-06-07,30105,966,31,0,747019,403.00,12.931397996570368,0.41,0.00
27061,2021-06-07,31899,422,28,1,63315,5038.14,66.65087262102188,4.42,0.15794045644791913
18139,2021-06-07,12745,182,2,1,91679,1390.18,19.85187447507063,0.22,0.10907623337950895
26077,2021-06-07,161206,2777,82,3,2275,708597.80,12206.593406593407,360.44,13.186813186813186
44009,2021-06-07,70359,1202,27,1,0,inf,inf,inf,inf
54001,2021-06-07,10510,207,22,3,597093,176.02,3.4667966296707546,0.37,0.05
48403,2021-06-07,3668,315,0,0,597093,61.43,5.28,0.00,0.00
18169,2021-06-07,25204,574,18,0,0,inf,inf,inf,
20105,2021-06-07,1855,35,0,0,26873,690.28,13.024225058609012,0.00,0.00
55099,2021-06-07,9422,49,0,0,597093,157.80,0.8206426804534637,0.00,0.00
44003,2021-06-07,131225,2555,44,0,0,inf,inf,inf,
31121,2021-06-07,5447,105,1,0,356265,152.89,2.9472443265546713,0.03,0.00
28055,2021-06-07,1183,42,0,0,483,24492.75,869.5652173913044,0.00,0.00
20141,2021-06-07,2030,84,0,0,35357,574.14,23.75767174816868,0.00,0.00
54089,2021-06-07,5919,154,17,0,597093,99.13,2.58,0.28,0.00
49019,2021-06-07,7097,28,17,0,597093,118.86,0.4689386745448364,0.28,0.00
55011,2021-06-07,9894,49,3,0,597093,165.70,0.8206426804534637,0.05,0.00
31011,2021-06-07,4095,28,0,0,1981,20671.38,141.3427561837456,0.00,0.00
37017,2021-06-07,23454,294,34,0,181685,1290.92,16.181853207474475,1.87,0.00
51061,2021-06-07,33244,490,9,0,597093,556.76,8.206426804534637,0.15,0.00
21219,2021-06-07,8246,189,10,1,5705,14453.99,331.28834355828224,17.53,1.7528483786152498
