tractid,period,pop19,nhwht19,nhblk19,hisp19,ntv19,asian19,haw19,india19,china19,filip19,japan19,korea19,viet19,agewht19,a15wht19,a65wht19,ageblk19,a15blk19,a65blk19,agehsp19,a15hsp19,a65hsp19,agentv19,a15ntv19,a65ntv19,ageasn19,a15asn19,a65asn19,mex19,cuban19,pr19,ruanc19,itanc19,geanc19,iranc19,scanc19,fb19,n10imm19,nat19,ag5up19,olang19,lep19,rufb19,itfb19,gefb19,irfb19,scfb19,ag25up19,hs19,col19,clf19,unemp19,dflabf19,flabf19,empclf19,prof19,manuf19,semp19,ag18cv19,vet19,hinc19,hh19,hincw19,hhw19,hincb19,hhb19,hinch19,hhh19,hinca19,hha19,incpc19,dpov19,npov19,n65pov19,dfmpov19,nfmpov19,dwpov19,nwpov19,dbpov19,nbpov19,dhpov19,nhpov19,dnapov19,nnapov19,dapov19,napov19,hu19,vac19,ohu19,own19,rent19,dmulti19,multi19,mhmval19,mrent19,h30old19,h10yrs19,a18und19,a60up19,a75up19,ag15up19,19-Mar,wds19,family19,fhh19,pnhwht19,pnhblk19,phisp19,pntv19,pasian19,phaw19,pindia19,pchina19,pfilip19,pjapan19,pkorea19,pviet19,p15wht19,p65wht19,p15blk19,p65blk19,p15hsp19,p65hsp19,p15ntv19,p65ntv19,p15asn19,p65asn19,pmex19,pcuban19,ppr19,pruanc19,pitanc19,pgeanc19,piranc19,pscanc19,pfb19,p10imm19,pnat19,polang19,plep19,prufb19,pitfb19,pgefb19,pirfb19,pscfb19,phs19,pcol19,punemp19,pflabf19,pprof19,pmanuf19,psemp19,pvet19,ppov19,p65pov19,pfmpov19,pwpov19,pbpov19,phpov19,pnapov19,papov19,pvac19,pown19,pmulti19,p30old19,p10yrs19,p18und19,p60up19,p75up19,pmar19,pwds19,pfhh19
48453002307,2019,5947,2456,773,2397,0,161,0,136,49,46,0,39,0,2456,160,128,773,128,29,2397,436,287,48,29,0,161,0,0,1872,140,126,9,21,176,228,0,927,258,240,NA,NA,382,0,0,23,0,0,4451,1448,1679,4014,112,2077,1420,3902,1213,238,397,5194,414,48080,2776,65767,1293,NA,328,39575,936,NA,89,31916,5895,1019,33,863,74,2456,399,773,284,2345,296,48,0,161,21,3017,241,2776,525,2251,3017,2401,241200,997,2463,2267,753,719,172,5223,1006,1152,863,266,41.29813351,12.99815033,40.30603666,0,2.707247352,0,2.286867328,0.823944846,0.773499243,0,0.655792837,0,6.51465798,5.211726384,16.55886158,3.751617076,18.18940342,11.97329996,60.41666667,0,0,0,31.47805616,2.354128132,2.118715319,0.151336808,0.35311922,2.959475366,3.833865815,0,15.58769127,4.338321843,4.035648226,NA,NA,0,0,0.386749622,0,0,32.53201528,37.72186026,2.79023418,68.36783823,31.08662225,6.099436187,10.17426961,7.970735464,17.28583545,0.559796438,8.574739282,16.24592834,36.73997413,12.62260128,0,13.04347826,7.988067617,18.91210375,79.58236659,81.63738813,81.66426513,12.66184631,12.09012948,2.892214562,19.26096113,22.05628949,30.82271147
48453002310,2019,2890,314,188,2317,0,0,0,0,0,0,0,0,0,314,12,78,188,37,33,2317,781,35,0,0,0,0,0,0,1884,0,20,0,0,6,9,0,989,124,122,NA,NA,414,0,0,0,0,0,1573,1096,108,1438,24,962,571,1414,153,73,125,1855,81,43580,833,32197,148,64643,62,43636,598,NA,0,16794,2878,614,31,584,107,314,83,188,59,2305,472,0,0,0,0,915,82,833,450,383,915,134,52100,808,461,537,1035,273,73,2060,826,403,584,104,10.8650519,6.505190311,80.17301038,0,0,0,0,0,0,0,0,0,3.821656051,24.84076433,19.68085106,17.55319149,33.70738023,1.510574018,NA,NA,NA,NA,65.19031142,0,0.692041522,0,0,0.207612457,0.311418685,0,34.22145329,4.290657439,4.221453287,NA,NA,0,0,0,0,0,69.67577877,6.865861411,1.668984701,59.35550936,10.82036775,5.162659123,8.840169731,4.366576819,21.3342599,1.077136901,18.32191781,26.43312102,31.38297872,20.47722343,NA,NA,8.961748634,54.02160864,14.64480874,50.38251366,64.46578631,35.81314879,9.446366782,2.525951557,40.09708738,19.5631068,17.80821918
48453001741,2019,2760,2222,9,244,0,144,0,120,0,0,15,31,51,2222,256,554,9,9,0,244,62,25,0,0,0,144,37,25,207,0,0,0,53,124,135,35,283,11,155,NA,NA,18,0,0,12,0,0,2170,320,1322,1412,49,1096,576,1363,895,85,234,2250,195,122750,1268,125347,1069,NA,0,79375,117,250001,36,72532,2751,233,0,887,50,2222,171,0,0,244,62,0,0,144,0,1669,401,1268,966,302,1669,215,610400,1721,688,604,510,933,140,2365,1600,408,887,35,80.50724638,0.326086957,8.84057971,0,5.217391304,0,4.347826087,0,0,0.543478261,1.123188406,1.847826087,11.52115212,24.93249325,100,0,25.40983607,10.24590164,NA,NA,25.69444444,17.36111111,7.5,0,0,0,1.920289855,4.492753623,4.891304348,1.268115942,10.25362319,0.398550725,5.615942029,NA,NA,0,0,0.434782609,0,0,14.74654378,60.92165899,3.470254958,52.55474453,65.66397652,6.23624358,17.16801174,8.666666667,8.469647401,0,5.636978579,7.695769577,NA,25.40983607,NA,0,24.02636309,76.1829653,12.88196525,41.2222888,47.6340694,18.47826087,33.80434783,5.072463768,67.65327696,17.25158562,3.945885006
48453002112,2019,5426,1720,1298,2187,0,119,0,0,7,0,0,27,10,1720,162,179,1548,733,126,2187,732,123,12,0,0,119,10,0,2005,7,21,0,20,119,68,11,952,356,99,NA,NA,454,0,0,7,0,0,3519,1852,1186,2728,196,2142,1475,2532,882,103,257,3736,139,40665,1891,56080,779,21968,510,43929,554,56125,31,25868,5370,1758,24,1145,327,1713,212,1528,961,2158,800,12,0,119,27,2259,368,1891,658,1233,2259,1246,321200,907,1995,1281,1680,504,156,3920,1247,819,1145,433,31.69922595,23.92185772,40.30593439,0,2.193144121,0,0,0.129008478,0,0,0.497604128,0.184297825,9.418604651,10.40697674,47.35142119,8.139534884,33.47050754,5.624142661,0,0,8.403361345,0,36.95171397,0.129008478,0.387025433,0,0.368595651,2.193144121,1.253225212,0.202727608,17.54515297,6.56100258,1.82454847,NA,NA,0,0,0.129008478,0,0,52.62858767,33.70275646,7.184750733,68.86087768,34.83412322,4.06793049,10.15007899,3.720556745,32.73743017,0.446927374,28.55895197,12.37594863,62.89267016,37.07136237,0,22.68907563,16.29039398,34.79640402,55.15714918,88.31341301,67.74193548,30.96203465,9.288610394,2.875046074,31.81122449,20.89285714,37.81659389
48453002106,2019,3087,1237,316,1377,0,10,0,38,58,30,14,20,0,1237,207,139,316,0,157,1377,258,8,0,0,0,10,0,10,1223,37,0,0,20,40,49,21,503,16,60,NA,NA,87,0,0,18,0,0,2306,556,1147,1959,94,1250,880,1865,985,131,164,2454,92,92260,1157,108802,533,30147,152,99313,398,NA,10,35893,3051,289,34,855,37,1237,75,316,12,1341,192,0,0,10,10,1276,119,1157,815,342,1276,151,349300,1061,1205,402,633,621,137,2585,1367,412,855,14,40.0712666,10.23647554,44.60641399,0,0.323939099,0,1.230968578,1.878846777,0.971817298,0.453514739,0.647878199,0,16.73403395,11.23686338,0,49.6835443,18.73638344,0.58097313,NA,NA,0,100,39.61775186,1.198574668,0,0,0.647878199,1.295756398,1.587301587,0.680272109,16.2941367,0.518302559,1.943634597,NA,NA,0,0,0.583090379,0,0,24.11101474,49.73980919,4.798366514,70.4,52.8150134,7.024128686,8.793565684,3.748981255,9.472304163,1.114388725,4.32748538,6.06305578,3.797468354,14.31767338,NA,100,9.326018809,70.44079516,11.8338558,94.43573668,34.74503025,20.505345,20.11661808,4.437965662,52.88201161,15.93810445,1.637426901
48453002316,2019,4587,1425,589,2283,0,223,0,60,28,18,22,0,0,1425,0,7,612,81,6,2283,432,30,232,49,0,256,52,0,1827,14,17,18,50,55,68,57,1406,673,140,NA,NA,813,11,0,0,20,0,3044,1550,805,3489,108,1557,1274,3381,936,104,320,3871,197,39181,2120,40250,937,31813,245,37832,795,NA,85,28847,4587,865,30,664,137,1425,156,612,112,2283,597,232,35,256,9,2431,311,2120,27,2093,2431,2390,NA,944,1889,1993,716,67,21,4045,736,611,664,178,31.06605625,12.84063658,49.77109222,0,4.861565293,0,1.308044474,0.610420754,0.392413342,0.479616307,0,0,0,0.49122807,13.23529412,0.980392157,18.92247043,1.314060447,21.12068966,0,20.3125,0,39.82995422,0.305210377,0.370612601,0.392413342,1.090037061,1.199040767,1.482450403,1.24264225,30.65184216,14.67189884,3.052103772,NA,NA,0.239808153,0,0,0.436014825,0,50.91984231,26.44546649,3.09544282,81.82402055,27.68411713,3.076013014,9.464655427,5.089124257,18.85764116,0.654022237,20.63253012,10.94736842,18.30065359,26.14980289,15.0862069,3.515625,12.79308926,1.273584906,98.31345125,77.70464829,94.00943396,15.60933072,1.460649662,0.457815566,18.19530284,15.10506799,26.80722892
48453001804,2019,6757,1840,639,3765,0,498,12,0,30,0,0,57,381,1840,107,290,696,92,27,3765,954,63,72,0,0,572,16,65,2615,353,22,0,23,29,98,33,2408,884,652,NA,NA,1324,0,0,0,0,0,4947,2226,1525,4054,197,2253,1466,3857,1095,387,135,5360,126,39214,2741,57926,1012,46806,351,32320,1220,NA,215,24217,6741,1902,179,1242,233,1840,142,696,121,3749,1268,72,72,556,429,2856,115,2741,717,2024,2856,1860,248600,847,2558,1921,1397,759,106,5604,1552,1148,1242,174,27.23101968,9.456859553,55.71999408,0,7.370134675,0.177593607,0,0.443984017,0,0,0.843569631,5.638597011,5.815217391,15.76086957,13.2183908,3.879310345,25.33864542,1.673306773,0,0,2.797202797,11.36363636,38.70060678,5.224211928,0.325588279,0,0.340387746,0.429184549,1.450347787,0.488382418,35.63711706,13.08272902,9.649252627,NA,NA,0,0,0,0,0,44.99696786,30.8267637,4.859398125,65.06879716,28.38994037,10.03370495,3.500129634,2.350746269,28.21539831,2.655392375,18.76006441,7.717391304,17.38505747,33.82235263,100,77.15827338,4.026610644,26.15833637,65.12605042,89.56582633,70.08391098,20.67485571,11.23279562,1.568743525,27.69450393,20.48536759,14.00966184
48453001834,2019,11691,4017,1869,3692,0,1809,124,501,234,38,17,80,939,4017,510,457,1916,432,75,3692,989,99,185,0,0,1970,308,132,2866,200,26,21,19,416,88,49,3548,1497,1255,NA,NA,1109,21,0,61,0,0,8207,2585,3795,7309,277,4806,3560,7032,3345,478,284,9130,465,69614,4463,86161,1828,63656,732,59413,1207,79722,706,40763,11666,921,131,2646,137,3992,392,1916,236,3692,225,185,0,1970,68,4722,259,4463,1916,2547,4722,2217,241800,1137,1212,3262,2561,1412,414,9327,4111,1437,2646,354,34.35976392,15.9866564,31.57984775,0,15.47344111,1.060644941,4.285347703,2.001539646,0.325036353,0.145411,0.684287058,8.031819348,12.69604182,11.37664924,22.54697286,3.91440501,26.78764897,2.681473456,0,0,15.63451777,6.700507614,24.51458387,1.710717646,0.222393294,0.179625353,0.162518176,3.558292704,0.752715764,0.419125823,30.34813104,12.80472158,10.73475323,NA,NA,0.179625353,0,0.521768882,0,0,31.49750213,46.24101377,3.789848132,74.07407407,47.56825939,6.797497156,4.038680319,5.093099671,7.894736842,1.12292131,5.177626606,9.819639279,12.31732777,6.094257855,0,3.45177665,5.484963998,42.93076406,46.95044473,25.66709022,73.08984988,21.90573946,12.07766658,3.541185527,44.07633751,15.40688324,13.37868481
48453002202,2019,9747,456,2038,7004,0,18,0,0,19,0,0,0,0,456,140,73,2103,444,250,7004,2434,50,0,0,0,18,0,0,6247,161,60,0,59,0,27,0,3386,1041,439,NA,NA,2445,0,0,39,0,0,5138,3826,567,4316,362,3232,1969,3954,311,344,285,6080,441,44253,2615,63040,123,50220,867,43861,1640,NA,0,15488,9645,3528,37,2060,615,413,116,2094,529,6954,2705,0,0,18,18,2782,167,2615,1271,1344,2782,971,94900,962,958,1585,3667,780,121,6583,2948,1260,2060,687,4.678362573,20.90899764,71.85800759,0,0.184672207,0,0,0.194931774,0,0,0,0,30.70175439,16.00877193,21.11269615,11.88777936,34.75157053,0.713877784,NA,NA,0,0,64.09151534,1.651790294,0.615574023,0,0.605314456,0,0.27700831,0,34.73889402,10.6802093,4.503949933,NA,NA,0,0,0.400123115,0,0,74.46477228,11.03542234,8.387395737,60.9220297,7.865452706,8.700050582,7.207890744,7.253289474,36.5785381,0.383618455,29.85436893,28.08716707,25.26265521,38.8984757,NA,100,6.002875629,48.6042065,34.90294752,34.4356578,60.61185468,37.62183236,8.002462296,1.241407613,44.78201428,19.14020963,33.34951456
48209010803,2019,4605,4181,27,312,26,0,0,0,0,0,0,0,0,4181,373,1089,27,0,0,312,99,36,26,0,16,0,0,0,288,0,0,0,26,273,273,45,173,10,93,NA,NA,37,0,0,0,0,0,3443,867,1505,1967,0,1819,744,1967,844,57,292,3861,409,79464,1905,81162,1752,NA,10,NA,102,NA,0,37859,4605,505,43,1276,27,4181,409,27,0,312,96,26,0,0,0,2282,377,1905,1475,430,2282,167,331000,695,913,878,744,1484,485,4104,2442,623,1276,9,90.79261672,0.586319218,6.7752443,0.564603692,0,0,0,0,0,0,0,0,8.921310691,26.04640038,0,0,31.73076923,11.53846154,0,61.53846154,NA,NA,6.254071661,0,0,0,0.564603692,5.928338762,5.928338762,0.977198697,3.756786102,0.217155266,2.019543974,NA,NA,0,0,0,0,0,25.18152774,43.71187918,0,40.90159428,42.9079817,2.89781393,14.84494154,10.59311059,10.96634093,0.933767644,2.115987461,9.78234872,0,30.76923077,0,NA,16.52059597,77.42782152,7.318141981,40.00876424,46.08923885,16.15635179,32.22584148,10.5320304,59.50292398,15.18031189,0.705329154
48209010804,2019,9459,8142,0,1159,120,5,0,0,28,19,0,0,0,8142,1162,2206,0,0,0,1159,231,98,120,44,0,33,0,0,1029,0,0,0,231,878,653,61,286,23,223,NA,NA,14,0,43,9,0,0,6714,1296,3139,5001,101,4089,2329,4900,2292,167,680,7587,1000,84122,3693,83750,3395,NA,0,NA,292,NA,0,41860,9337,180,102,2569,0,8038,180,0,0,1141,0,120,0,33,0,4390,697,3693,3245,448,4390,167,292200,1276,1824,1843,1872,3083,801,8019,4636,1725,2569,88,86.0767523,0,12.25288085,1.268633048,0.05285971,0,0,0.296014378,0.200866899,0,0,0,14.27167772,27.09408008,NA,NA,19.93097498,8.455565142,36.66666667,0,0,0,10.87852839,0,0,0,2.442118617,9.282165134,6.903478169,0.644888466,3.023575431,0.243154668,2.357543081,NA,NA,0,0.454593509,0.095147479,0,0,19.30294906,46.75305332,2.019596081,56.95769137,46.7755102,3.408163265,13.87755102,13.18044023,1.927814073,1.092427975,0,2.239363026,NA,0,0,0,15.87699317,87.86894124,3.804100228,41.54897494,49.9052261,19.79067555,32.59329739,8.468125595,57.81269485,21.5114104,3.425457376
48209010805,2019,9256,7253,283,1070,0,291,0,102,131,168,26,47,137,7253,2185,955,283,41,94,1070,418,31,20,4,0,323,31,29,691,63,35,16,124,406,84,32,677,218,312,NA,NA,21,1,0,1,0,14,5755,676,3719,4247,225,3139,1790,4022,2417,602,285,6006,547,147891,2934,152014,2501,115673,75,136591,234,90536,112,51981,9254,160,4,2476,18,7251,160,283,0,1070,0,20,0,323,0,2952,18,2934,2736,198,2952,97,435000,1459,242,1998,3223,1446,339,6324,4658,734,2476,77,78.35998271,3.057476232,11.56006914,0,3.143906655,0,1.1019879,1.415298185,1.815038894,0.280898876,0.507778738,1.480121003,30.12546532,13.16696539,14.48763251,33.2155477,39.06542056,2.897196262,20,0,9.59752322,8.978328173,7.465427831,0.680639585,0.378133103,0.172860847,1.339671564,4.386343993,0.907519447,0.345721694,7.314174589,2.355229041,3.370786517,NA,NA,0.010803803,0,0.010803803,0,0.151253241,11.74630756,64.62206777,5.297857311,57.02453011,60.09448036,14.96767777,7.086026852,9.107559108,1.728982062,0.043224552,0.726978998,2.206592194,0,0,0,0,0.609756098,93.25153374,3.285907859,8.197831978,68.09815951,34.82065687,15.62229905,3.662489196,73.65591398,11.60657812,3.109854604
48209010806,2019,4788,3896,4,821,0,43,0,0,13,10,15,0,0,3896,747,617,6,0,0,821,176,4,0,0,0,50,0,9,613,30,0,0,36,416,89,93,583,169,68,NA,NA,390,8,7,50,0,0,3205,781,1664,2613,39,1851,1187,2574,1033,122,173,3531,334,101721,1603,107740,1399,NA,0,90956,177,78594,27,57149,4766,437,8,1347,150,3893,162,6,6,802,271,0,0,50,0,1711,108,1603,1320,283,1711,58,483400,918,396,721,1257,930,142,3841,2442,564,1347,133,81.3700919,0.083542189,17.14703425,0,0.89807853,0,0,0.271512114,0.208855472,0.313283208,0,0,19.17351129,15.83675565,0,0,21.43727162,0.487210719,NA,NA,0,18,12.80284043,0.626566416,0,0,0.751879699,8.688387636,1.858813701,1.94235589,12.17627402,3.529657477,1.42021721,NA,NA,0.167084378,0.14619883,1.04427736,0,0,24.36817473,51.91887676,1.492537313,64.12749865,40.13209013,4.73970474,6.721056721,9.459076749,9.169114561,0.167855644,11.13585746,4.161315181,100,33.79052369,NA,0,6.312098188,82.345602,3.389830508,23.14436002,44.97816594,26.25313283,19.4235589,2.965747703,63.57719344,14.68367613,9.873793615
48209010807,2019,2667,2193,21,443,0,8,0,0,0,0,0,0,8,2193,312,409,21,0,0,443,106,47,0,0,0,8,0,0,405,0,0,0,55,160,42,18,54,0,29,NA,NA,34,0,0,3,0,0,1889,520,819,1410,22,1077,592,1388,597,114,190,2133,167,95750,958,100046,823,NA,21,51711,114,NA,0,47408,2605,144,50,737,7,2144,104,21,0,430,40,0,0,8,0,1068,110,958,744,214,1068,56,425200,1085,310,529,534,616,187,2249,1280,458,737,96,82.2272216,0.787401575,16.6104237,0,0.299962505,0,0,0,0,0,0,0.299962505,14.22708618,18.6502508,0,0,23.92776524,10.60948081,NA,NA,0,0,15.1856018,0,0,0,2.06224222,5.999250094,1.57480315,0.674915636,2.024746907,0,1.087364079,NA,NA,0,0,0.112485939,0,0,27.52779248,43.35627316,1.560283688,54.96750232,43.01152738,8.213256484,13.68876081,7.829348336,5.527831094,1.919385797,0.949796472,4.850746269,0,9.302325581,NA,0,10.29962547,77.66179541,5.243445693,29.02621723,55.21920668,20.02249719,23.09711286,7.011623547,56.91418408,20.36460649,13.02578019
48209010808,2019,6068,4811,9,1109,0,0,0,0,0,0,0,0,0,4811,748,881,9,0,0,1109,315,30,0,0,0,0,0,0,977,0,62,0,45,397,96,104,362,0,152,NA,NA,31,0,0,0,22,0,4040,1132,1661,3180,67,2588,1413,3113,1353,284,525,4508,356,98135,2177,104511,1793,NA,3,65641,357,NA,0,45313,5991,448,38,1783,41,4734,323,9,0,1109,119,0,0,0,0,2361,184,2177,1772,405,2361,179,365800,948,590,1001,1560,1369,276,4955,3064,712,1783,186,79.28477258,0.148319051,18.27620303,0,0,0,0,0,0,0,0,0,15.54770318,18.31220121,0,0,28.40396754,2.705139766,NA,NA,NA,NA,16.10085695,0,1.021753461,0,0.741595254,6.542518128,1.582069875,1.713909031,5.965721819,0,2.504943968,NA,NA,0,0,0,0.36255768,0,28.01980198,41.11386139,2.106918239,54.59814529,43.46289753,9.123032445,16.86476068,7.897071872,7.477883492,0.63428476,2.299495233,6.822982678,0,10.73038774,NA,NA,7.79330792,81.39641709,7.581533249,24.98941127,45.9807074,25.70863546,22.56097561,4.54845089,61.83652876,14.36932392,10.43185642
48209010905,2019,7292,4012,212,2829,20,100,0,0,84,0,0,0,0,4012,743,529,251,21,56,2829,478,406,20,0,0,100,0,0,2571,0,86,0,100,482,90,36,418,38,274,NA,NA,147,0,0,21,0,0,5543,1303,2341,3779,91,2648,1446,3688,1626,333,124,5832,626,82173,2815,82361,1529,95398,107,80825,1087,NA,42,36068,7292,304,36,2066,26,4012,236,251,48,2829,20,20,0,100,0,2922,107,2815,2264,551,2922,58,237200,765,577,1819,1460,1498,311,6037,3881,960,2066,60,55.01919912,2.907295666,38.79594076,0.274273176,1.37136588,0,0,1.15194734,0,0,0,0,18.51944167,13.18544367,8.366533865,22.31075697,16.89642983,14.3513609,0,0,0,0,35.25781679,0,1.179374657,0,1.37136588,6.609983544,1.234229292,0.493691717,5.73230938,0.521119035,3.757542512,NA,NA,0,0,0.287986835,0,0,23.5071261,42.23344759,2.408044456,54.60725076,44.08893709,9.029284165,3.362255965,10.73388203,4.168952276,0.493691717,1.258470474,5.882352941,19.12350598,0.706963591,0,0,3.661875428,80.42628774,1.984941821,19.7467488,64.61811723,20.02194185,20.54306089,4.264947888,64.28689747,15.90193805,2.904162633
48209010809,2019,5842,4801,12,757,15,117,0,80,60,0,0,0,0,4801,630,873,12,0,0,757,279,27,15,0,15,117,3,0,598,35,0,17,53,198,184,88,534,150,214,NA,NA,96,0,12,10,0,0,4166,677,2264,3282,75,2280,1360,3207,1812,343,346,4583,330,131410,2045,136205,1739,NA,6,89125,251,250001,29,55724,5834,242,27,1776,47,4793,131,12,0,757,111,15,0,117,0,2088,43,2045,1864,181,2088,27,424500,1845,387,840,1259,1492,200,4908,3162,449,1776,58,82.18076001,0.205409106,12.95789113,0.256761383,2.002738788,0,1.369394043,1.027045532,0,0,0,0,13.12226619,18.18371173,0,0,36.85601057,3.5667107,0,100,2.564102564,0,10.23622047,0.599109894,0,0.290996234,0.907223554,3.389250257,3.149606299,1.506333447,9.140705238,2.567613831,3.663129065,NA,NA,0,0.205409106,0.171174255,0,0,16.2506001,54.34469515,2.285191956,59.64912281,56.50140318,10.69535391,10.78889928,7.200523674,4.14809736,0.462804251,2.646396396,2.733152514,0,14.66314399,0,0,2.059386973,91.14914425,1.293103448,18.53448276,41.07579462,21.55083875,25.5391989,3.423485108,64.42542787,9.148329258,3.265765766
48209010906,2019,16851,6284,1003,9071,42,226,0,0,114,53,0,0,5,6284,1070,694,1127,199,8,9071,2608,542,114,0,59,243,56,5,8235,0,250,0,28,329,349,263,1362,364,412,NA,NA,458,0,0,0,0,0,10831,4721,2832,9624,424,6202,4500,9200,3384,404,713,12261,941,80611,5297,80000,2392,96875,335,80199,2358,92612,128,29129,15978,986,190,3884,158,6105,390,976,22,8518,574,114,0,243,0,5446,149,5297,4267,1030,5446,4,189700,1393,125,3111,4535,1869,289,12855,6621,2456,3884,371,37.2915554,5.952169011,53.8306332,0.249243368,1.341166696,0,0,0.676517714,0.314521393,0,0,0.02967183,17.0273711,11.04392107,17.65749778,0.709849157,28.75096461,5.975085437,0,51.75438596,23.04526749,2.057613169,48.86950329,0,1.483591478,0,0.166162246,1.952406385,2.071093704,1.560738235,8.082606374,2.160109192,2.444958756,NA,NA,0,0,0,0,0,43.58784969,26.14717016,4.405652535,72.5572396,36.7826087,4.391304348,7.75,7.674741049,6.170985105,1.189135061,4.067971164,6.388206388,2.254098361,6.73867105,0,0,2.735952993,80.55503115,0.073448402,2.295262578,58.73135737,26.91234942,11.09132989,1.715031749,51.50525088,19.10540646,9.552008239
48209010907,2019,14466,3572,255,10395,113,5,0,0,0,0,0,4,3,3572,621,497,288,98,11,10395,3252,458,160,14,0,5,0,4,8987,0,446,2,23,308,98,35,3242,820,551,NA,NA,1685,0,0,23,0,0,8079,4448,1247,6347,222,5260,2810,6125,1190,276,335,9643,514,59189,3780,66384,1371,110455,60,53968,2314,NA,0,18936,14453,3065,135,2984,451,3559,352,288,0,10395,2713,160,0,5,0,4082,302,3780,2530,1250,4082,611,132900,1104,825,1721,4823,1562,347,10399,5130,1573,2984,221,24.69238214,1.762754044,71.85815015,0.781141988,0.034563805,0,0,0,0,0,0.027651044,0.020738283,17.38521837,13.9137738,34.02777778,3.819444444,31.28427128,4.405964406,8.75,0,0,80,62.12498272,0,3.083091387,0.013825522,0.158993502,2.129130375,0.677450574,0.241946633,22.41117102,5.668463985,3.808931287,NA,NA,0,0,0.158993502,0,0,55.05631885,15.4350786,3.497715456,53.42205323,19.42857143,4.506122449,5.469387755,5.330291403,21.2066699,0.934062132,15.11394102,9.890418657,0,26.0990861,0,0,7.39833415,66.93121693,14.96815287,20.21068104,45.52910053,33.34024609,10.79773261,2.398728052,49.33166651,15.12645447,7.40616622
48209010908,2019,15448,4869,1065,9069,0,254,0,0,57,0,6,0,0,4869,852,596,1193,647,22,9069,2884,271,65,17,0,254,75,0,8369,36,36,0,32,645,114,32,2352,876,583,NA,NA,1081,0,0,24,0,0,9420,3925,2466,8368,278,5216,3690,8090,2523,426,648,10531,823,77325,4749,78952,1940,71417,195,77156,2467,NA,104,28914,15337,1157,63,3543,268,4846,418,1175,22,8981,704,65,0,254,0,4960,211,4749,3450,1299,4960,703,225100,994,502,3722,4845,1417,360,11081,5733,1724,3543,576,31.51864319,6.894096323,58.70662869,0,1.64422579,0,0,0.368979803,0,0.038839979,0,0,17.49845964,12.24070651,54.23302598,1.844090528,31.80063954,2.988201566,26.15384615,0,29.52755906,0,54.17529777,0.233039876,0.233039876,0,0.207146556,4.175297773,0.737959606,0.207146556,15.22527188,5.670636976,3.773951321,NA,NA,0,0,0.155359917,0,0,41.66666667,26.17834395,3.322179732,70.74386503,31.18665019,5.265760198,8.009888752,7.815022315,7.54384821,0.410771337,7.564211121,8.625670656,1.872340426,7.838770738,0,0,4.254032258,72.64687303,14.1733871,10.12096774,78.37439461,31.36328327,9.172708441,2.330398757,51.73720783,15.55816262,16.25740898
48209010909,2019,8299,5065,102,2792,0,167,0,73,31,59,37,50,0,5065,867,765,196,18,5,2792,816,66,62,0,0,195,34,0,2379,30,0,0,97,213,131,147,646,161,394,NA,NA,125,0,0,14,0,0,5108,1248,2054,4415,193,3177,2055,4222,1821,306,293,5901,499,69650,3040,68465,2135,102986,87,87500,750,93088,40,36204,8272,354,0,1967,79,5065,179,196,0,2765,139,62,0,195,0,3230,190,3040,1548,1492,3230,821,229100,1304,148,2281,2398,1113,384,6500,3134,1432,1967,288,61.03144957,1.229063743,33.64260754,0,2.012290637,0,0.879624051,0.373538981,0.710929028,0.445836848,0.602482227,0,17.11747285,15.10365252,9.183673469,2.551020408,29.22636103,2.363896848,0,0,17.43589744,0,28.66610435,0.361489336,0,0,1.16881552,2.566574286,1.578503434,1.771297747,7.78407037,1.93999277,4.747559947,NA,NA,0,0,0.168695023,0,0,24.43226312,40.21143305,4.371460929,64.68366383,43.13121743,7.247749882,6.939838939,8.456193865,4.279497099,0,4.016268429,3.534057256,0,5.027124774,0,0,5.882352941,50.92105263,25.41795666,4.582043344,75.03289474,28.8950476,13.41125437,4.627063502,48.21538462,22.03076923,14.64158617
48209010910,2019,10379,3877,532,5787,22,29,0,0,53,0,10,106,0,3877,719,319,705,226,129,5787,1950,294,22,0,22,29,0,0,5234,0,64,34,0,232,205,0,719,55,335,NA,NA,312,0,0,0,0,0,6451,2851,1447,5591,222,3595,2567,5369,1796,429,212,7163,588,80063,3190,92357,1434,NA,256,77428,1421,NA,0,29321,10363,463,0,2352,57,3861,111,705,99,5787,253,22,0,29,0,3401,211,3190,2170,1020,3401,551,174900,1218,331,1870,3216,1404,167,7552,4220,944,2352,256,37.35427305,5.125734657,55.75681665,0.211966471,0.279410348,0,0,0.510646498,0,0.096348396,1.021292995,0,18.54526696,8.228011349,32.05673759,18.29787234,33.69621566,5.080352514,0,100,0,0,50.42875036,0,0.616629733,0.327584546,0,2.235282783,1.975142114,0,6.927449658,0.529916177,3.227671259,NA,NA,0,0,0,0,0,44.1946985,22.43063091,3.970667144,71.40472879,33.45129447,7.99031477,3.948593779,8.20885104,4.467818199,0,2.423469388,2.874902875,14.04255319,4.37186798,0,0,6.20405763,68.02507837,16.20111732,9.732431638,58.62068966,30.98564409,13.52731477,1.60901821,55.87923729,12.5,10.88435374
