tractid,period,pop19,nhwht19,nhblk19,hisp19,ntv19,asian19,haw19,india19,china19,filip19,japan19,korea19,viet19,agewht19,a15wht19,a65wht19,ageblk19,a15blk19,a65blk19,agehsp19,a15hsp19,a65hsp19,agentv19,a15ntv19,a65ntv19,ageasn19,a15asn19,a65asn19,mex19,cuban19,pr19,ruanc19,itanc19,geanc19,iranc19,scanc19,fb19,n10imm19,nat19,ag5up19,olang19,lep19,rufb19,itfb19,gefb19,irfb19,scfb19,ag25up19,hs19,col19,clf19,unemp19,dflabf19,flabf19,empclf19,prof19,manuf19,semp19,ag18cv19,vet19,hinc19,hh19,hincw19,hhw19,hincb19,hhb19,hinch19,hhh19,hinca19,hha19,incpc19,dpov19,npov19,n65pov19,dfmpov19,nfmpov19,dwpov19,nwpov19,dbpov19,nbpov19,dhpov19,nhpov19,dnapov19,nnapov19,dapov19,napov19,hu19,vac19,ohu19,own19,rent19,dmulti19,multi19,mhmval19,mrent19,h30old19,h10yrs19,a18und19,a60up19,a75up19,ag15up19,19-Mar,wds19,family19,fhh19,pnhwht19,pnhblk19,phisp19,pntv19,pasian19,phaw19,pindia19,pchina19,pfilip19,pjapan19,pkorea19,pviet19,p15wht19,p65wht19,p15blk19,p65blk19,p15hsp19,p65hsp19,p15ntv19,p65ntv19,p15asn19,p65asn19,pmex19,pcuban19,ppr19,pruanc19,pitanc19,pgeanc19,piranc19,pscanc19,pfb19,p10imm19,pnat19,polang19,plep19,prufb19,pitfb19,pgefb19,pirfb19,pscfb19,phs19,pcol19,punemp19,pflabf19,pprof19,pmanuf19,psemp19,pvet19,ppov19,p65pov19,pfmpov19,pwpov19,pbpov19,phpov19,pnapov19,papov19,pvac19,pown19,pmulti19,p30old19,p10yrs19,p18und19,p60up19,p75up19,pmar19,pwds19,pfhh19
21033920100,2019,2330,2275,31,0,0,0,0,0,0,0,0,0,0,2275,383,435,31,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,35,16,145,0,31,0,31,NA,NA,15,0,0,0,0,0,1640,1011,159,1027,37,933,464,990,202,266,53,1868,149,51053,862,51458,844,43438,18,NA,0,NA,0,26161,2330,413,48,528,33,2275,399,31,7,0,0,0,0,0,0,1090,228,862,751,111,1090,11,88800,382,761,279,462,658,146,1942,1011,399,528,14,97.63948498,1.330472103,0,0,0,0,0,0,0,0,0,0,16.83516484,19.12087912,0,51.61290323,NA,NA,NA,NA,NA,NA,0,0,0,0,1.502145923,0.686695279,6.223175966,0,1.330472103,0,1.330472103,NA,NA,0,0,0,0,0,61.64634146,9.695121951,3.602726388,49.73204716,20.4040404,26.86868687,5.353535354,7.976445396,17.72532189,2.060085837,6.25,17.53846154,22.58064516,NA,NA,NA,20.91743119,87.12296984,1.009174312,69.81651376,32.36658933,19.82832618,28.24034335,6.266094421,52.05973223,20.54582904,2.651515152
21033920200,2019,4644,3927,468,245,0,0,0,0,0,0,0,0,0,3927,478,906,468,142,76,245,41,0,0,0,0,0,0,0,70,0,0,0,0,95,132,13,175,0,72,NA,NA,0,0,0,0,0,0,3428,2046,493,2203,85,1995,1240,2118,484,361,27,3836,274,44814,1994,46799,1721,43016,201,NA,72,NA,0,30200,4563,660,65,1358,67,3846,340,468,248,245,72,0,0,0,0,2477,483,1994,1447,547,2477,228,87100,433,1744,1047,808,1228,464,3979,2070,1010,1358,162,84.56072351,10.07751938,5.275624462,0,0,0,0,0,0,0,0,0,12.17214158,23.0710466,30.34188034,16.23931624,16.73469388,0,NA,NA,NA,NA,1.507321275,0,0,0,0,2.045650301,2.842377261,0.279931094,3.768303187,0,1.550387597,NA,NA,0,0,0,0,0,59.68494749,14.38156359,3.858374943,62.15538847,22.85174693,17.04438149,1.274787535,7.142857143,14.46416831,1.424501425,4.933726068,8.840353614,52.99145299,29.3877551,NA,NA,19.49939443,72.56770311,9.204683084,70.40775131,52.50752257,17.39879414,26.44272179,9.991386736,52.02312139,25.38326213,11.92930781
21033920300,2019,5728,5342,297,73,0,0,0,25,49,24,0,0,0,5342,1167,1153,297,160,0,73,0,67,0,0,0,0,0,0,30,18,25,0,18,109,157,0,34,0,34,NA,NA,0,0,0,0,0,0,3889,2137,717,2267,137,2314,998,2130,736,505,200,4163,255,39464,2307,45613,2136,10899,137,NA,18,NA,0,28735,5694,1039,55,1663,188,5314,758,297,265,67,0,0,0,0,0,2724,417,2307,1745,562,2724,175,88300,280,1832,1069,1565,1570,538,4401,2672,912,1663,209,93.26117318,5.185055866,1.274441341,0,0,0,0.436452514,0.855446927,0.418994413,0,0,0,21.84575066,21.58367653,53.87205387,0,0,91.78082192,NA,NA,NA,NA,0.523743017,0.31424581,0.436452514,0,0.31424581,1.902932961,2.740921788,0,0.593575419,0,0.593575419,NA,NA,0,0,0,0,0,54.94985858,18.4366161,6.043228937,43.12878133,34.55399061,23.70892019,9.389671362,6.125390344,18.24727784,0.965929048,11.30487072,14.26420775,89.22558923,0,NA,NA,15.30837004,75.63935847,6.424375918,67.25403818,46.3372345,27.32192737,27.40921788,9.392458101,60.71347421,20.72256305,12.56764883
29025950100,2019,2494,2338,6,23,23,3,0,0,0,10,3,0,0,2338,390,574,6,0,0,23,0,0,23,2,3,3,0,0,23,0,0,0,7,100,117,28,3,3,0,NA,NA,2,0,0,0,0,0,1803,988,290,1183,33,1068,556,1150,329,200,62,2012,191,47703,1109,45815,1043,NA,0,NA,0,NA,0,23913,2460,418,63,720,67,2304,404,6,6,23,4,23,4,3,0,1531,422,1109,874,235,1531,119,86200,427,1187,421,479,739,304,2069,1053,546,720,55,93.74498797,0.240577386,0.922213312,0.922213312,0.120288693,0,0,0,0.40096231,0.120288693,0,0,16.68092387,24.5508982,0,0,0,0,8.695652174,13.04347826,0,0,0.922213312,0,0,0,0.280673617,4.009623095,4.691259022,1.122694467,0.120288693,0.120288693,0,NA,NA,0,0,0,0,0,54.79755962,16.08430394,2.789518174,52.05992509,28.60869565,17.39130435,5.391304348,9.49304175,16.99186992,2.56097561,9.305555556,17.53472222,100,17.39130435,17.39130435,0,27.56368387,78.8097385,7.772697583,77.53102547,37.96212804,19.20609463,29.63111468,12.18925421,50.89415176,26.38956017,7.638888889
29025950200,2019,6545,6202,46,124,40,34,0,0,0,19,24,3,2,6202,1238,1159,46,5,3,124,25,10,40,18,0,34,4,0,34,7,6,0,15,441,185,23,101,33,46,NA,NA,32,0,0,8,0,0,4376,2345,831,2799,95,2492,1268,2704,765,368,250,4865,560,51146,2530,50625,2439,NA,10,85446,37,NA,10,24835,6248,963,90,1628,98,5976,901,17,0,84,22,40,40,33,0,3153,623,2530,1896,634,3153,208,119800,448,2197,1048,1676,1628,464,5218,2804,1154,1628,125,94.75935829,0.702826585,1.894576012,0.611153552,0.519480519,0,0,0,0.290297937,0.366692131,0.045836516,0.030557678,19.96130281,18.68752015,10.86956522,6.52173913,20.16129032,8.064516129,45,0,11.76470588,0,0.519480519,0.106951872,0.091673033,0,0.229182582,6.737967914,2.82658518,0.351413293,1.54316272,0.504201681,0.702826585,NA,NA,0,0,0.12223071,0,0,53.58775137,18.98994516,3.39406931,50.88282504,28.29142012,13.60946746,9.24556213,11.51079137,15.41293214,1.440460948,6.01965602,15.07697456,0,26.19047619,100,0,19.75895972,74.94071146,6.596891849,69.67967016,41.4229249,25.60733384,24.87394958,7.089381207,53.73706401,22.11575316,7.678132678
37027030600,2019,4711,4261,20,289,1,24,0,0,22,0,39,8,16,4261,689,809,20,0,18,289,59,0,1,0,0,24,6,8,53,0,0,0,95,330,98,0,221,45,57,NA,NA,118,0,0,19,0,0,3420,1846,530,2347,80,1944,1063,2267,697,478,167,3724,318,46506,1907,46635,1777,NA,9,NA,77,NA,5,24466,4707,721,92,1460,137,4257,598,20,0,289,77,1,1,24,0,2011,104,1907,1522,385,2011,239,150300,460,1235,702,987,1184,443,3880,2391,812,1460,189,90.44788792,0.424538315,6.134578646,0.021226916,0.509445977,0,0,0.466992146,0,0.827849713,0.169815326,0.339630652,16.16991317,18.98615349,0,90,20.41522491,0,0,0,25,33.33333333,1.125026534,0,0,0,2.016556994,7.004882191,2.080237741,0,4.691148376,0.955211208,1.209934197,NA,NA,0,0,0.403311399,0,0,53.97660819,15.49707602,3.408606732,54.68106996,30.74547861,21.08513454,7.366563741,8.539205156,15.31761207,1.954535798,9.383561644,14.04745126,0,26.64359862,100,0,5.17155644,79.81122181,11.88463451,61.41223272,36.8117462,20.95096582,25.13266822,9.403523668,61.62371134,20.92783505,12.94520548
37027030900,2019,4695,4517,58,74,0,8,0,0,0,8,0,0,0,4517,671,913,58,0,21,74,47,0,0,0,0,8,0,0,0,15,0,0,33,223,204,17,64,0,20,NA,NA,0,0,0,20,0,0,3466,2158,415,2408,97,1988,1226,2311,545,646,257,3888,353,43695,1918,43199,1856,NA,20,NA,4,NA,0,24779,4663,568,147,1366,20,4485,560,58,0,74,0,0,0,8,8,2401,483,1918,1505,413,2401,84,75300,519,1775,525,807,1257,466,3977,2438,960,1366,36,96.20873269,1.235356763,1.576144835,0,0.170394036,0,0,0,0.170394036,0,0,0,14.85499225,20.21253044,0,36.20689655,63.51351351,0,NA,NA,0,0,0,0.319488818,0,0,0.702875399,4.749733759,4.345047923,0.362087327,1.36315229,0,0.425985091,NA,NA,0,0,0.425985091,0,0,62.26197346,11.97345643,4.028239203,61.67002012,23.58286456,27.95326698,11.12072696,9.079218107,12.18099936,3.152476946,1.464128843,12.48606466,0,0,NA,100,20.11661808,78.46715328,3.498542274,73.9275302,27.37226277,17.1884984,26.77316294,9.925452609,61.30248931,24.13879809,2.635431918
37027031100,2019,4252,3877,224,50,0,0,0,0,0,0,0,0,0,3877,501,842,224,91,41,50,0,0,0,0,0,0,0,0,42,0,0,0,0,97,102,32,121,56,91,NA,NA,5,0,0,0,0,0,3180,1625,491,2156,98,1728,978,2058,514,531,118,3440,240,48598,1729,49318,1624,50898,63,NA,42,NA,0,26921,4228,467,84,1228,72,3853,446,224,0,50,21,0,0,0,0,2160,431,1729,1405,324,2160,38,106600,511,1357,590,812,1201,339,3626,1839,895,1228,144,91.18062088,5.268109125,1.175917215,0,0,0,0,0,0,0,0,0,12.92236265,21.71782306,40.625,18.30357143,0,0,NA,NA,NA,NA,0.987770461,0,0,0,0,2.281279398,2.398871119,0.752587018,2.845719661,1.317027281,2.140169332,NA,NA,0,0,0,0,0,51.10062893,15.44025157,4.545454545,56.59722222,24.97570457,25.80174927,5.73372206,6.976744186,11.04541154,1.986754967,5.863192182,11.5753958,0,42,NA,NA,19.9537037,81.26084442,1.759259259,62.82407407,34.12377097,19.09689558,28.24553151,7.972718721,50.71704357,24.68284611,11.72638436
37027031000,2019,3226,3083,20,68,0,26,26,0,0,0,0,0,0,3083,462,771,20,15,0,68,0,40,0,0,0,26,0,0,68,0,0,0,9,39,122,11,61,15,31,NA,NA,17,0,0,0,0,0,2415,1189,452,1600,147,1310,693,1453,478,331,223,2644,232,47150,1291,48044,1251,NA,3,22434,37,NA,0,27973,3184,261,71,990,45,3041,261,20,0,68,0,0,0,26,0,1985,694,1291,1017,274,1985,38,138500,581,1512,456,582,1021,264,2749,1633,528,990,47,95.56726596,0.619962802,2.107873528,0,0.805951643,0.805951643,0,0,0,0,0,0,14.98540383,25.00810898,75,0,0,58.82352941,NA,NA,0,0,2.107873528,0,0,0,0.278983261,1.208927464,3.781773094,0.340979541,1.890886547,0.464972102,0.960942343,NA,NA,0,0,0,0,0,49.23395445,18.71635611,9.1875,52.90076336,32.89745354,22.78045423,15.34755678,8.774583964,8.197236181,2.229899497,4.545454545,8.582703058,0,0,NA,0,34.96221662,78.77614253,1.914357683,76.17128463,35.32145624,18.04091754,31.64910105,8.183508989,59.40341943,19.20698436,4.747474747
37027030200,2019,4712,4041,372,235,0,0,0,0,0,0,0,0,0,4041,666,933,410,0,118,235,107,0,0,0,0,0,0,0,129,0,62,0,0,252,26,0,50,44,0,NA,NA,6,0,0,0,0,0,3277,2202,249,2099,136,1974,959,1963,255,764,151,3793,260,34180,1871,34427,1692,31010,167,NA,12,NA,0,18658,4617,1228,187,1153,281,3985,1030,371,50,235,107,0,0,0,0,2180,309,1871,1276,595,2180,91,87000,481,1681,600,904,1175,466,3891,1143,1296,1153,283,85.75976231,7.894736842,4.987266553,0,0,0,0,0,0,0,0,0,16.48106904,23.08834447,0,28.7804878,45.53191489,0,NA,NA,NA,NA,2.737691002,0,1.315789474,0,0,5.348047538,0.551782683,0,1.061120543,0.933786078,0,NA,NA,0,0,0,0,0,67.19560574,7.598413183,6.479275846,48.58156028,12.99032094,38.92002038,7.692307692,6.854732402,26.59735759,4.050249079,24.37120555,25.84692597,13.47708895,45.53191489,NA,NA,14.17431193,68.19882416,4.174311927,77.11009174,32.06841261,19.18505942,24.93633277,9.889643463,29.37548188,33.307633,24.54466609
37027030300,2019,4170,3167,533,376,17,0,0,0,10,0,0,0,0,3167,647,554,533,0,153,376,115,0,17,6,0,0,0,0,319,0,18,0,5,236,141,9,223,5,35,NA,NA,39,0,0,0,0,0,2875,1776,303,1776,270,1476,743,1506,337,533,137,3197,217,34538,1529,38087,1177,31319,265,26199,87,NA,0,17060,3913,1016,96,1068,144,2998,715,461,90,360,211,17,0,0,0,1846,317,1529,984,545,1846,131,94500,502,1430,484,973,949,327,3393,1592,858,1068,55,75.94724221,12.78177458,9.016786571,0.407673861,0,0,0,0.239808153,0,0,0,0,20.42942848,17.49289548,0,28.7054409,30.58510638,0,35.29411765,0,NA,NA,7.649880096,0,0.431654676,0,0.119904077,5.659472422,3.381294964,0.215827338,5.347721823,0.119904077,0.839328537,NA,NA,0,0,0,0,0,61.77391304,10.53913043,15.2027027,50.33875339,22.37715803,35.39176627,9.096945551,6.787613388,25.96473294,2.453360593,13.48314607,23.84923282,19.52277657,58.61111111,0,NA,17.17226436,64.3557881,7.096424702,77.46478873,31.65467626,23.33333333,22.75779376,7.841726619,46.92012968,25.28735632,5.149812734
37027030400,2019,3947,3208,398,188,59,37,0,0,24,0,16,29,0,3208,377,670,398,70,9,188,31,0,59,0,0,37,8,0,55,8,23,0,13,140,82,0,154,24,74,NA,NA,61,0,0,7,0,0,2907,1479,209,1771,68,1643,858,1703,340,452,65,3212,325,27386,1800,28421,1554,NA,146,NA,85,NA,0,18283,3634,758,135,917,98,3040,597,308,63,156,39,59,59,37,0,2093,293,1800,1130,670,2093,490,97000,465,1730,851,735,962,390,3432,1445,1125,917,193,81.27691918,10.0836078,4.763111224,1.494806182,0.937420826,0,0,0.608056752,0,0.405371168,0.734735242,0,11.75187032,20.88528678,17.5879397,2.261306533,16.4893617,0,0,0,21.62162162,0,1.39346339,0.202685584,0.582721054,0,0.329364074,3.54699772,2.077527236,0,3.901697492,0.608056752,1.874841652,NA,NA,0,0,0.177349886,0,0,50.87719298,7.189542484,3.839638622,52.22154595,19.96476806,26.54139753,3.816793893,10.11830635,20.85855806,3.714914695,10.6870229,19.63815789,20.45454545,25,100,0,13.99904443,62.77777778,23.41137124,82.65647396,47.27777778,18.62173803,24.37294147,9.880922219,42.1037296,32.77972028,21.04689204
37027031300,2019,8912,8112,117,299,0,105,0,0,35,0,0,46,0,8112,1237,1695,117,0,0,299,120,47,0,0,0,105,0,35,86,0,75,0,31,437,492,0,228,55,183,NA,NA,75,0,0,29,0,0,6289,2622,1674,4825,428,3703,2240,4397,1330,1190,358,6888,713,64335,3509,70211,3270,9150,66,43601,133,NA,40,31414,8874,974,55,2517,114,8074,842,117,65,299,51,0,0,105,0,3656,147,3509,2936,573,3656,131,168100,583,1529,1285,2024,2409,568,7389,4235,1394,2517,184,91.02333932,1.312836625,3.35502693,0,1.178186715,0,0,0.392728905,0,0,0.516157989,0,15.24901381,20.89497041,0,0,40.13377926,15.71906355,NA,NA,0,33.33333333,0.964991023,0,0.841561939,0,0.347845601,4.903500898,5.52064632,0,2.558348294,0.617145422,2.053411131,NA,NA,0,0,0.32540395,0,0,41.6918429,26.61790428,8.870466321,60.49149338,30.24789629,27.06390721,8.141914942,10.35133566,10.97588461,0.619788145,4.52920143,10.42853604,55.55555556,17.05685619,NA,0,4.020787746,83.67056141,3.583150985,41.82166302,36.62011969,22.71095153,27.03096948,6.373429084,57.3149276,18.86588172,7.310290028
37027030100,2019,5448,3104,1384,938,22,0,0,0,0,0,0,0,0,3104,252,793,1396,400,173,938,261,37,22,0,0,0,0,0,553,0,188,0,112,30,144,0,344,120,0,NA,NA,222,0,0,0,0,0,3689,2220,556,2250,167,2458,1026,2083,410,473,83,4175,300,26737,2327,26821,1551,22147,600,NA,166,NA,0,16247,5434,1397,129,1323,227,3098,435,1389,723,937,251,22,0,0,0,2783,456,2327,1108,1219,2783,883,85900,450,2484,1315,1273,1266,324,4535,1699,888,1323,287,56.97503671,25.40381791,17.21732746,0.403817915,0,0,0,0,0,0,0,0,8.118556701,25.54768041,28.65329513,12.39255014,27.82515991,3.9445629,0,0,NA,NA,10.15051395,0,3.450807636,0,2.055800294,0.550660793,2.643171806,0,6.314243759,2.202643172,0,NA,NA,0,0,0,0,0,60.17891027,15.07183519,7.422222222,41.74125305,19.6831493,22.70763322,3.984637542,7.185628743,25.70850202,2.373941848,17.1579743,14.04131698,52.05183585,26.78762006,0,NA,16.38519583,47.61495488,31.7283507,89.25619835,56.51052858,23.36637298,23.23788546,5.947136564,37.46416759,19.58103638,21.69312169
37027030700,2019,7027,6376,84,336,11,78,0,0,0,0,0,0,0,6376,823,1020,84,0,0,336,207,15,11,0,0,78,0,0,312,0,0,0,46,82,202,0,185,29,93,NA,NA,95,0,0,0,0,0,5234,2717,712,3523,183,2891,1562,3340,806,946,109,5742,354,51439,2779,51179,2656,NA,24,NA,53,NA,0,23590,7016,1083,92,1941,106,6365,1083,84,0,336,0,11,0,78,0,3241,462,2779,1791,988,3241,508,111700,433,2511,1214,1285,1523,397,5997,3291,1286,1941,192,90.7357336,1.195389213,4.781556852,0.156539064,1.110004269,0,0,0,0,0,0,0,12.90777917,15.99749059,0,0,61.60714286,4.464285714,0,0,0,0,4.440017077,0,0,0,0.654617902,1.166927565,2.874626441,0,2.632702433,0.412693895,1.323466629,NA,NA,0,0,0,0,0,51.91058464,13.60336263,5.19443656,54.02974749,24.13173653,28.32335329,3.263473054,6.165099269,15.43614595,1.311288483,5.461102524,17.01492537,0,0,0,0,14.25485961,64.44764304,15.67417464,77.47608763,43.6847787,18.28660879,21.6735449,5.649637114,54.87743872,21.44405536,9.891808346
37027030500,2019,4940,3901,139,403,27,110,0,28,103,60,0,54,0,3901,526,1085,139,82,3,403,102,36,27,0,0,110,0,0,21,0,163,0,13,353,53,95,220,0,93,NA,NA,91,0,0,0,0,0,3594,1163,1198,2120,205,2148,980,1915,735,324,226,3910,331,56919,1905,56532,1695,NA,24,NA,130,NA,56,29104,4835,575,17,1319,89,3804,276,131,0,403,103,27,0,110,0,2034,129,1905,1388,517,2034,384,164600,488,1453,717,1030,1667,528,4125,2141,1009,1319,117,78.96761134,2.813765182,8.157894737,0.546558704,2.226720648,0,0.566801619,2.085020243,1.214574899,0,1.093117409,0,13.48372212,27.81338118,58.99280576,2.158273381,25.3101737,8.933002481,0,0,0,0,0.425101215,0,3.299595142,0,0.263157895,7.145748988,1.072874494,1.923076923,4.453441296,0,1.882591093,NA,NA,0,0,0,0,0,32.35948804,33.33333333,9.669811321,45.62383613,38.38120104,16.91906005,11.80156658,8.465473146,11.89245088,0.351602896,6.747536012,7.255520505,0,25.55831266,0,0,6.342182891,72.86089239,18.87905605,71.43559489,37.63779528,20.85020243,33.74493927,10.68825911,51.9030303,24.46060606,8.870356331
37027030800,2019,7646,7252,87,149,101,0,0,0,0,0,0,0,0,7252,1302,1307,87,0,0,149,58,0,101,0,13,0,0,0,83,31,0,0,29,222,152,0,89,2,55,NA,NA,30,0,0,40,0,0,5349,2863,538,3669,218,3326,1798,3451,561,929,217,6057,465,44713,2867,44633,2736,NA,49,NA,25,NA,0,21546,7585,612,66,2197,107,7191,505,87,32,149,2,101,73,0,0,3287,420,2867,2251,616,3287,73,113300,504,1820,1214,1589,2000,439,6262,3461,1473,2197,263,94.84697881,1.137849856,1.948731363,1.320952132,0,0,0,0,0,0,0,0,17.95366795,18.02261445,0,0,38.9261745,0,0,12.87128713,NA,NA,1.08553492,0.405440753,0,0,0.379283285,2.903478943,1.987967565,0,1.164007324,0.026157468,0.719330369,NA,NA,0,0,0.523149359,0,0,53.52402318,10.05795476,5.941673481,54.05892965,16.25615764,26.91973341,6.288032454,7.677067855,8.068556361,0.870138431,4.870277651,7.022667223,36.7816092,1.342281879,72.27722772,NA,12.77760876,78.51412626,2.220870094,55.36963797,42.3439135,20.78210829,26.15746796,5.741564217,55.26988183,23.52283615,11.97086937
37027031201,2019,4500,4232,185,29,34,0,0,0,0,0,0,0,0,4232,468,1152,185,108,22,29,0,8,34,0,0,0,0,0,0,0,0,0,6,112,38,63,128,0,47,NA,NA,29,16,0,2,0,63,3561,2144,462,2136,63,1928,1024,2073,673,563,156,3820,394,41489,1906,41390,1879,NA,10,NA,8,NA,0,24152,4500,459,72,1302,34,4232,426,185,33,29,0,34,0,0,0,2186,280,1906,1534,372,2186,143,122300,480,1373,558,680,1523,456,3915,2127,986,1302,72,94.04444444,4.111111111,0.644444444,0.755555556,0,0,0,0,0,0,0,0,11.05860113,27.22117202,58.37837838,11.89189189,0,27.5862069,0,0,NA,NA,0,0,0,0,0.133333333,2.488888889,0.844444444,1.4,2.844444444,0,1.044444444,NA,NA,0.355555556,0,0.044444444,0,1.4,60.2078068,12.97388374,2.949438202,53.1120332,32.46502653,27.15870719,7.525325615,10.31413613,10.2,1.6,2.611367127,10.06616257,17.83783784,0,0,NA,12.80878317,80.48268625,6.541628545,62.80878317,29.27597062,15.11111111,33.84444444,10.13333333,54.32950192,25.18518519,5.529953917
37027031202,2019,4387,4171,0,197,0,10,10,0,0,0,0,0,0,4171,686,741,0,0,0,197,124,0,0,0,0,10,0,10,89,0,0,0,9,137,161,57,73,0,58,NA,NA,0,0,0,0,0,0,3165,1573,377,2140,85,1861,1010,2055,468,532,127,3464,218,38857,1800,39518,1763,NA,0,NA,27,NA,10,21436,4356,784,107,1191,125,4140,688,0,0,197,86,0,0,10,10,2025,225,1800,1316,484,2025,107,121800,434,1215,629,923,1096,301,3577,1959,766,1191,112,95.07636198,0,4.490540233,0,0.227946205,0.227946205,0,0,0,0,0,0,16.44689523,17.76552386,NA,NA,62.94416244,0,NA,NA,0,100,2.028721222,0,0,0,0.205151584,3.122863004,3.669933896,1.299293367,1.664007294,0,1.322087987,NA,NA,0,0,0,0,0,49.69984202,11.91153239,3.971962617,54.27189683,22.77372263,25.88807786,6.180048662,6.29330254,17.99816345,2.456382002,10.49538203,16.61835749,NA,43.65482234,NA,100,11.11111111,73.11111111,5.283950617,60,34.94444444,21.03943469,24.98290403,6.861180761,54.76656416,21.41459323,9.403862301
37027031401,2019,3423,3310,0,6,27,16,0,0,0,0,60,0,0,3310,513,633,0,0,0,6,0,0,27,0,0,16,0,0,0,0,0,0,28,121,195,0,25,0,9,NA,NA,0,0,0,0,0,0,2496,1290,336,1772,77,1562,875,1695,495,457,102,2703,162,53900,1356,53983,1307,NA,0,NA,6,NA,16,32703,3415,302,33,951,28,3302,302,0,0,6,0,27,0,16,0,1506,150,1356,1067,289,1506,96,104100,536,1113,435,720,915,172,2868,1614,539,951,61,96.69880222,0,0.175284838,0.78878177,0.467426234,0,0,0,0,1.752848379,0,0,15.49848943,19.12386707,NA,NA,0,0,0,0,0,0,0,0,0,0,0.81799591,3.534910897,5.69675723,0,0.730353491,0,0.262927257,NA,NA,0,0,0,0,0,51.68269231,13.46153846,4.34537246,56.01792574,29.20353982,26.96165192,6.017699115,5.993340733,8.843338214,0.966325037,2.94426919,9.145972138,NA,0,0,0,9.960159363,78.68731563,6.374501992,73.90438247,32.07964602,21.03418054,26.73093777,5.024832019,56.27615063,18.79358438,6.414300736
37027031402,2019,3357,2911,30,371,0,37,0,0,0,37,0,0,0,2911,459,621,33,0,19,371,109,39,0,0,0,37,0,0,246,0,45,0,0,229,94,2,196,21,72,NA,NA,39,0,0,7,0,0,2484,1152,630,1538,44,1411,684,1494,438,365,38,2678,251,42349,1417,41853,1262,NA,3,55577,144,NA,11,24188,3242,391,103,1019,50,2831,365,6,1,371,25,0,0,37,0,1595,178,1417,1036,381,1595,170,148600,516,1108,610,679,883,323,2789,1622,571,1019,106,86.71432827,0.893655049,11.05153411,0,1.102174561,0,0,0,1.102174561,0,0,0,15.7677774,21.3328753,0,57.57575758,29.38005391,10.51212938,NA,NA,0,0,7.327971403,0,1.340482574,0,0,6.821566875,2.800119154,0.059577003,5.838546321,0.625558534,2.144772118,NA,NA,0,0,0.208519511,0,0,46.37681159,25.36231884,2.860858257,48.47625797,29.31726908,24.43105756,2.543507363,9.372666169,12.06045651,3.177051203,4.906771344,12.89297068,16.66666667,6.738544474,NA,0,11.15987461,73.11220889,10.65830721,69.46708464,43.04869442,20.22639261,26.30324695,9.621686029,58.15704554,20.47328792,10.40235525
37027031403,2019,2531,1966,75,480,0,0,0,0,0,21,0,0,0,1966,308,384,75,33,0,480,129,18,0,0,0,0,0,0,24,0,98,0,12,197,22,0,259,70,50,NA,NA,154,0,0,0,0,0,1609,983,162,1208,124,998,589,1084,253,193,65,1844,121,36603,953,36776,792,NA,23,43333,138,NA,0,19088,2463,600,35,634,105,1901,388,75,65,477,137,0,0,0,0,1078,125,953,553,400,1078,269,114300,409,778,474,687,482,181,2061,727,610,634,142,77.67680759,2.96325563,18.96483603,0,0,0,0,0,0.829711576,0,0,0,15.66632757,19.53204476,44,0,26.875,3.75,NA,NA,NA,NA,0.948241802,0,3.871987357,0,0.474120901,7.783484789,0.869221652,0,10.23310944,2.765705255,1.975503753,NA,NA,0,0,0,0,0,61.09384711,10.06836544,10.26490066,59.01803607,23.33948339,17.80442804,5.996309963,6.561822126,24.36053593,1.421031263,16.5615142,20.41031036,86.66666667,28.721174,NA,NA,11.59554731,58.02728227,24.95361781,72.17068646,49.73767051,27.14342157,19.04385618,7.151323588,35.27413877,29.59728287,22.39747634
38105953800,2019,2723,2337,111,167,43,0,0,0,0,0,0,0,0,2337,462,474,111,0,0,167,63,7,43,14,0,0,0,0,112,0,4,0,0,173,70,323,110,71,3,NA,NA,0,0,0,0,0,3,1689,830,237,1341,0,1009,558,1341,332,82,92,1886,150,80868,1079,81840,1031,NA,28,NA,10,NA,0,39832,2537,321,39,754,75,2161,147,108,88,160,35,43,0,0,0,1229,150,1079,736,343,1229,307,220800,562,1003,664,837,554,282,2136,766,600,754,214,85.82445832,4.076386339,6.132941609,1.579140654,0,0,0,0,0,0,0,0,19.76893453,20.28241335,0,0,37.7245509,4.191616766,32.55813953,0,NA,NA,4.11311054,0,0.146896805,0,0,6.353286816,2.570694087,11.861917,4.039662137,2.607418289,0.110172604,NA,NA,0,0,0,0,0.110172604,49.14150385,14.03197158,0,55.30227948,24.75764355,6.114839672,6.860551827,7.953340403,12.65273946,1.537248719,9.946949602,6.802406293,81.48148148,21.875,0,NA,12.20504475,68.21130677,24.97965826,81.61106591,61.53846154,30.73815645,20.34520749,10.35622475,35.86142322,28.08988764,28.38196286
