tractid,period,pop19,nhwht19,nhblk19,hisp19,asian19,fb19,n10imm19,col19,unemp19,prof19,manuf19,npov19,vac19,own19,dmulti19,multi19,h30old19,h10yrs19,a18und19,a60up19
48305950500,2019,2553,980,26,1439,1,34,2,237,112,259,30,644,257,590,1166,108,1118,408,754,612
48305950600,2019,1243,644,8,556,35,198,6,131,17,195,26,111,152,346,648,32,587,230,308,290
48311950100,2019,774,380,0,385,0,24,10,143,19,151,9,91,181,205,451,3,187,105,224,180
48503950200,2019,4061,3084,16,857,10,179,34,658,146,529,393,611,382,1240,2136,40,1886,885,884,1236
48503950600,2019,5919,4525,140,1237,0,492,0,668,49,729,350,679,319,1530,2572,449,2044,1103,1510,1339
48503950400,2019,5843,4676,135,914,38,319,68,882,27,961,143,658,533,1977,2800,52,1820,981,1519,1645
48503950500,2019,2213,1767,88,358,0,64,10,194,46,139,62,235,179,774,1212,158,1148,496,463,637
48251130100,2019,4397,3325,225,759,0,85,17,486,97,523,50,435,108,1281,1727,44,944,731,976,1000
48251130205,2019,4022,3229,56,646,0,169,10,517,53,560,188,296,37,956,1652,439,1177,901,838,901
48251130406,2019,5937,5331,0,528,0,45,12,1131,142,1015,368,450,14,1827,2146,14,934,572,1478,1482
48251130409,2019,6681,5395,3,1066,2,271,128,806,109,531,345,1246,356,1613,2676,25,1595,1108,1639,1693
48251130408,2019,8720,4897,646,2617,278,329,28,583,177,893,318,660,225,1963,2584,66,635,1167,2180,1037
48251130700,2019,4955,2904,73,1755,146,551,34,379,128,386,173,429,77,1135,1775,180,1487,1054,1471,801
48251130405,2019,6157,4747,0,1314,22,267,72,982,52,1076,199,424,191,1779,2233,0,918,635,1469,1492
48251130208,2019,6837,5369,393,894,31,167,120,1066,181,1034,332,391,153,1513,2431,320,1341,1392,1935,1239
48251130204,2019,11388,9662,249,910,352,174,0,1335,256,2028,462,687,74,2682,3972,426,1592,2052,3105,1580
48113016612,2019,13587,2016,9145,2163,117,1137,500,2436,471,3275,524,1262,107,3584,4544,0,1845,1848,3784,2232
48113016617,2019,4064,633,2813,360,117,278,10,1412,101,1043,127,139,166,1233,1663,38,909,491,862,1295
48113016517,2019,5011,1014,1742,2121,54,654,25,496,211,570,86,825,73,763,1714,464,1409,792,1587,727
48113017806,2019,4799,934,736,3086,0,1376,319,334,141,385,317,687,117,730,1671,646,1459,844,1576,509
48113017812,2019,2301,1022,382,690,109,298,18,356,68,419,114,185,47,514,796,123,784,313,600,563
48113018105,2019,6226,1084,793,4138,65,1924,287,224,106,444,318,421,95,987,1649,150,1594,611,1813,671
48113018110,2019,5218,3478,431,550,639,917,113,1699,125,1265,196,121,17,1581,2087,402,1779,1004,900,2229
48113018403,2019,1188,209,217,738,0,440,123,54,11,156,96,172,23,0,480,443,450,355,356,94
48113019019,2019,8110,1328,3276,1752,1097,3877,2100,1224,242,944,499,2584,148,655,2884,2039,2382,1997,2344,1151
48113019021,2019,7309,2293,1499,2550,606,2109,610,1019,248,921,362,1090,65,1254,2449,689,2274,1356,1921,1328
48467950100,2019,5397,4473,17,786,36,199,10,402,105,566,350,771,312,1513,2090,24,1214,627,1310,1411
48467950600,2019,7512,6555,39,598,203,421,137,921,131,1006,229,597,406,2269,3050,100,1396,1116,1813,2199
48467950800,2019,5777,4511,183,954,0,227,18,769,124,827,223,1024,231,1648,2399,184,1492,937,1393,1586
48029161000,2019,4101,445,9,3647,0,484,0,83,252,252,162,1401,149,410,1260,490,760,657,1172,792
48029161501,2019,8236,949,90,7156,0,1600,66,371,312,677,210,2099,259,1004,2961,1567,2208,1706,2496,1169
48029162001,2019,2122,346,43,1697,0,178,9,131,22,179,66,303,69,377,595,0,320,239,619,370
48029170102,2019,3514,143,1,3361,1,841,85,68,131,208,98,1077,155,783,1350,156,1246,504,636,697
48029171100,2019,3736,88,64,3584,0,392,0,147,95,165,50,1164,135,794,1267,177,1216,400,855,828
48201421700,2019,4715,1801,255,1942,506,1501,540,1699,46,1050,115,935,186,1022,1934,804,1735,939,1354,955
48201422100,2019,5294,1812,739,2393,239,1413,108,1276,135,920,157,828,178,1438,2002,237,1989,725,1231,1086
48201422600,2019,6816,2066,433,3980,291,2645,495,1222,106,865,137,1489,485,982,2689,988,2450,1469,1910,898
48201422800,2019,5415,1212,1062,2847,273,2220,743,566,239,627,68,1264,189,536,1813,1077,1456,991,1357,881
48201331700,2019,4933,77,3470,1336,40,407,1,244,305,285,175,1407,134,827,1614,434,1433,627,1795,870
48201340800,2019,5955,3449,394,1085,912,1223,308,2187,217,1965,508,195,12,1864,2065,0,1507,652,1334,1362
48201452400,2019,7546,407,155,4189,2723,3954,780,698,120,655,64,1818,231,1326,2727,983,2343,1328,2210,1435
48201452900,2019,4755,378,506,3102,769,2114,530,208,211,237,114,1327,192,607,1295,266,1265,564,1380,753
48201520300,2019,5355,1505,391,3149,112,1964,602,1085,241,729,262,1880,200,558,2100,1194,1579,1368,1011,893
48201520700,2019,4334,2362,150,1320,296,900,305,1617,121,1231,166,361,119,1040,1493,367,862,769,1329,733
48201521200,2019,5804,652,310,4553,181,2685,924,845,125,540,360,959,369,716,2486,1770,1923,1620,1648,769
48201530500,2019,5423,371,1694,3348,8,1659,299,204,135,251,130,1768,156,641,1889,953,1707,862,1754,896
48201531100,2019,3347,2496,0,787,64,546,162,1467,100,1080,148,147,31,1128,1333,34,794,740,969,418
48201531800,2019,2548,60,1299,1069,78,457,39,267,72,309,51,940,125,577,1052,171,728,423,662,415
48201533000,2019,2433,23,1473,871,66,310,111,133,105,98,45,562,156,117,985,712,622,635,709,310
48201533300,2019,6049,79,4035,1740,0,594,285,340,256,216,200,2507,226,1062,2400,860,1835,1083,1940,1158
48201540100,2019,10485,4787,737,2702,2100,3531,908,4781,243,3601,591,340,255,3121,4140,328,563,1835,2198,2151
48201541900,2019,8020,2820,1133,3081,469,1730,343,1670,364,1611,297,608,49,1801,2517,392,593,1530,2258,1002
48201550800,2019,3668,146,1494,1688,149,935,117,268,190,356,134,646,49,586,1040,233,742,465,1091,629
48201312200,2019,1939,47,1785,92,5,107,54,113,79,74,76,862,285,159,1041,294,803,441,447,282
48201312600,2019,8023,3920,948,1542,1159,2150,934,4597,231,3603,397,1394,1071,1083,5134,4027,1163,3332,857,1114
48215020903,2019,5390,613,81,4671,25,1297,157,1290,139,1279,127,1029,277,867,2239,1083,1274,1249,1218,903
48215020904,2019,4978,1132,33,3760,41,959,66,1156,111,948,73,1130,216,995,2248,957,1565,1220,1109,1129
48215021304,2019,6259,40,2,6217,0,2272,337,818,211,579,235,1787,108,1063,1847,367,412,753,2054,674
48215021305,2019,8129,23,0,8106,0,3314,728,881,371,839,182,2835,69,1681,2210,68,226,657,2387,1098
48215021403,2019,5340,622,0,4669,49,1338,74,844,83,872,99,1311,302,1066,1925,235,949,530,1745,1263
48215021404,2019,10116,1525,18,8517,56,3663,752,1478,94,1408,329,1815,998,1779,4427,1578,1300,2234,2832,2168
48215021701,2019,10829,511,33,10143,117,2567,258,1023,295,1198,263,2411,621,1794,3793,1174,968,1635,3973,1204
48215021702,2019,12629,799,0,11826,0,3775,665,1042,291,1104,382,3147,365,2334,3817,426,713,2015,4475,1658
48215021803,2019,5254,42,0,5212,0,1686,184,306,290,409,69,1905,48,1036,1504,109,502,588,1874,559
48215021804,2019,3868,69,2,3797,0,1031,74,235,54,305,25,1138,246,702,1355,169,895,539,1000,955
48215021805,2019,9965,130,0,9835,0,2986,424,790,191,673,173,3310,164,1893,2607,35,672,691,3073,1458
48215021806,2019,8596,13,0,8583,0,2235,485,368,216,648,112,2562,180,1560,2270,176,1066,719,3145,916
48215021903,2019,5365,117,34,5213,0,1223,300,338,31,375,0,1708,144,889,1543,301,772,664,2027,1069
48215021904,2019,4797,656,0,4141,0,1396,98,288,116,440,51,1363,347,1087,1778,47,774,544,1424,1099
48215022003,2019,6147,1048,0,5099,0,1627,208,389,214,672,157,1489,529,1408,2408,149,1105,600,1921,1319
48215022004,2019,9031,571,0,8460,0,2250,280,250,209,493,171,2713,869,1762,3060,230,1172,1025,3952,778
48215022103,2019,5605,825,0,4751,0,1066,197,420,101,495,71,1660,568,1255,2455,306,1287,756,1488,1423
48215022104,2019,13840,96,0,13744,0,4028,448,504,381,894,351,6318,375,2592,3280,0,1162,1507,6371,596
48215022105,2019,3513,0,0,3513,0,634,97,113,38,239,71,1491,205,548,1280,337,774,462,1149,686
48215022106,2019,7309,505,0,6804,0,1690,170,327,144,680,95,3470,390,1304,2244,377,1067,759,2780,1051
48215022203,2019,4742,200,2,4405,94,871,112,139,162,308,76,1609,247,828,1609,125,926,646,1399,775
48215022204,2019,5961,97,0,5785,0,1467,224,258,130,508,88,2243,145,1242,1605,144,734,647,2189,772
48215022401,2019,4775,149,0,4592,29,936,158,471,74,628,24,1391,398,847,1774,137,1062,624,1761,690
48491020509,2019,7206,4110,275,694,1956,1596,320,2878,94,2101,599,74,20,1829,2030,0,319,833,2598,934
48441010300,2019,2279,1092,357,814,0,113,17,148,63,158,51,573,131,319,763,166,603,354,663,308
48441011300,2019,3546,1303,766,1307,87,232,54,506,83,506,80,778,253,721,1675,414,1637,753,879,788
48441012000,2019,1999,1792,11,98,19,44,5,818,62,507,22,73,40,758,829,21,502,256,419,760
48441010400,2019,1957,563,122,1260,12,203,31,92,34,142,66,539,134,435,923,93,795,369,539,534
48441011600,2019,2556,1767,171,518,6,159,5,621,14,510,55,263,254,650,1264,70,1250,571,501,602
48441011900,2019,1886,703,86,1065,0,195,12,95,43,191,25,633,197,422,918,27,902,336,530,324
48441012200,2019,2634,1494,210,878,7,12,0,195,20,185,149,193,184,511,940,33,876,329,500,328
48321730100,2019,2404,655,193,1447,70,379,73,171,65,152,66,487,247,520,1098,156,880,365,669,706
48355005601,2019,5898,416,26,5427,3,364,0,609,255,425,71,1357,317,1340,2446,176,2135,933,1416,1995
48355001300,2019,4033,152,0,3881,0,772,90,56,96,173,42,1217,232,747,1680,396,1569,635,955,793
48355001902,2019,9101,954,408,7680,59,1048,270,879,299,1010,450,1563,61,2033,2820,237,1938,1270,2630,1159
48355002304,2019,4938,977,173,3597,81,409,67,355,177,704,36,540,358,769,2439,1424,2228,1319,1198,929
48355000600,2019,6518,378,531,5593,0,681,35,163,25,508,355,1194,407,1439,2561,538,2512,714,1862,1485
48355003602,2019,6154,1899,2,4202,0,511,205,607,49,790,284,624,247,1424,2410,591,1943,950,1618,1140
48355000900,2019,4245,79,36,4108,0,1199,311,95,36,194,187,916,209,703,1820,334,1673,895,866,754
48225950100,2019,5212,4077,782,346,0,103,45,719,43,825,120,808,989,1615,3141,102,2339,962,1096,1601
48225950200,2019,1142,737,249,143,13,55,13,177,0,150,96,137,431,388,895,11,562,104,230,386
48225950300,2019,3319,1440,1322,238,56,179,3,374,40,390,7,1145,226,481,1340,198,1153,799,876,775
48225950700,2019,5072,2993,1232,770,9,135,16,425,20,251,29,302,472,794,1429,15,811,434,571,1140
48341950300,2019,7800,3093,276,3778,553,1491,310,881,316,1060,750,930,224,1733,2625,188,2015,1191,2517,1140
48355005404,2019,4652,1784,146,2650,61,218,40,1030,56,1273,173,146,121,1304,1880,387,155,1266,1287,613
48355001801,2019,6133,117,233,5667,105,658,145,188,171,262,58,1330,186,1421,2219,97,2174,608,1472,1487
48355000500,2019,1760,53,553,1154,0,194,63,27,53,119,35,546,206,149,697,272,620,340,501,221
48355002400,2019,6065,1538,377,4097,0,275,19,792,293,714,104,998,103,1573,2378,145,2355,1073,1245,1411
48355006000,2019,2171,406,0,1765,0,118,13,214,71,258,98,319,293,556,1031,3,533,329,521,510
48355002900,2019,917,581,197,58,54,52,0,188,2,86,0,29,12,0,245,162,76,229,246,20
48355005406,2019,3762,1477,55,2175,27,269,54,685,110,729,170,161,98,851,1226,159,260,626,884,622
48355000800,2019,4172,788,342,3036,6,358,33,93,60,136,111,451,161,546,1304,322,676,644,1052,830
48355006100,2019,3576,754,91,2655,0,179,7,343,95,345,172,754,169,906,1428,102,1308,572,919,714
48089750100,2019,4648,1240,797,2443,0,593,0,415,125,532,176,722,379,1201,1881,172,1367,584,1275,962
48089750300,2019,5310,3364,755,1169,3,346,31,734,140,749,467,320,1186,1587,3059,52,1727,720,1178,1615
48089750200,2019,1983,1083,286,585,0,260,92,187,49,272,140,315,340,586,1034,5,757,258,396,614
48089750400,2019,5502,3731,434,1198,0,712,278,1047,24,578,110,527,763,1564,2746,260,1567,454,1385,2079
48089750500,2019,3781,2453,411,915,2,211,48,625,4,630,161,196,592,1204,1990,144,1297,445,757,1105
48409010500,2019,1977,182,6,1757,7,118,9,75,32,133,126,298,136,417,766,57,673,193,499,390
48409010700,2019,4246,1927,86,2160,16,203,0,658,121,744,146,163,270,1188,1705,17,663,777,1238,596
48409010603,2019,2769,1973,30,679,32,160,47,871,66,679,158,170,67,821,1070,143,313,524,786,670
48409010601,2019,5841,2444,55,3053,254,255,45,743,45,1131,229,801,472,1171,2671,942,2147,1205,1350,898
48409010800,2019,4083,551,29,3471,4,133,40,102,166,343,90,1064,422,808,1841,239,1692,639,1027,842
48409011200,2019,3139,1353,0,1786,0,41,4,310,77,419,118,705,561,1075,1798,11,1134,392,650,903
48409011300,2019,4943,346,63,4487,7,103,0,113,104,345,121,1494,302,984,1940,178,1589,639,1359,897
48113019039,2019,7339,3819,261,2341,755,1374,215,1956,118,1477,326,830,134,1661,2457,492,2292,913,2160,1646
48113019040,2019,7442,1440,2738,721,2034,2681,911,2127,146,1575,151,1366,203,582,3002,2257,1263,2258,2269,881
48113019041,2019,3140,1877,423,202,461,446,43,1248,16,781,49,56,32,862,1211,123,1131,513,535,950
48113019042,2019,5268,2210,655,850,1315,1412,450,1720,105,1434,309,144,38,1102,2016,749,661,1161,1198,949
48113019043,2019,8027,4976,672,846,1418,1648,302,2995,232,2554,253,500,49,2685,2899,34,938,1169,1375,2539
48113019212,2019,4240,22,170,3970,0,2262,779,130,221,65,61,1398,184,0,1292,1283,1263,932,1891,89
48113019213,2019,3716,362,721,2463,126,1572,308,301,174,142,188,1464,192,26,1598,1589,1315,1211,975,587
48113008603,2019,551,0,393,158,0,43,0,63,11,24,0,140,165,180,355,92,314,77,146,132
48113008604,2019,2887,61,1845,981,0,439,95,89,85,49,109,1403,442,185,1578,1195,966,879,968,497
48113008801,2019,2898,24,1922,866,0,408,65,232,62,99,158,606,97,688,1155,171,1133,348,514,897
48113009202,2019,6875,432,836,5607,0,2311,246,89,122,119,258,1912,59,1041,1779,172,1667,592,2571,654
48113009604,2019,4556,2852,430,1189,37,929,244,1446,0,917,245,478,117,1075,2328,1189,2218,1409,898,1547
48113009607,2019,3475,2398,225,775,41,632,48,1181,8,1076,148,102,218,994,1519,161,1330,618,752,696
48113009608,2019,3324,2258,103,750,62,589,201,1513,77,913,67,96,21,1042,1276,143,1258,535,743,947
48113006100,2019,4559,451,1955,2077,16,921,193,453,167,353,77,1139,143,787,1716,806,1584,796,1405,952
48113007819,2019,2172,527,503,1100,28,578,153,338,51,348,88,553,332,46,1514,1427,1409,1090,468,200
48113007903,2019,2174,1774,67,179,78,218,125,1109,49,891,119,162,122,592,1168,462,764,657,298,629
48113008802,2019,4751,118,2725,1810,0,773,51,100,148,150,126,1851,262,1075,2179,267,2129,767,1277,1007
48113008900,2019,3550,50,2342,1158,0,594,63,267,150,229,114,1129,117,385,1417,458,1296,833,880,426
48113009105,2019,3991,263,523,3178,0,1280,23,43,39,129,203,1176,77,638,1143,101,1039,527,1293,467
48113009201,2019,6773,435,1130,5208,0,2663,429,178,174,243,214,1155,183,1233,2050,177,1854,782,1868,880
48441010200,2019,2286,1224,112,897,6,126,59,194,80,305,16,581,219,278,814,275,564,304,384,247
48441010700,2019,3933,1112,73,2748,0,670,63,193,129,264,266,679,186,844,1431,62,1393,531,1100,704
48441011200,2019,2585,1234,148,1109,23,298,11,203,30,277,55,447,145,563,1233,410,1101,583,545,462
48441012500,2019,3794,2596,196,772,61,125,0,651,58,617,77,502,77,843,1407,204,1362,643,899,993
48441013200,2019,1884,1342,28,408,45,37,0,144,20,207,33,285,119,537,804,0,435,323,447,490
48441013000,2019,1336,716,259,218,68,89,23,76,0,78,18,0,0,61,61,0,8,53,98,21
48441013300,2019,3509,2401,315,703,0,219,96,594,28,607,75,704,220,738,1509,423,575,885,1058,662
48441010100,2019,5863,4337,601,527,228,437,293,1085,267,1085,53,786,605,669,2475,1129,1495,1318,577,1131
48441010500,2019,3428,1543,275,1536,68,112,0,189,19,285,207,1203,156,758,1423,239,1339,772,980,623
48441012100,2019,558,429,70,45,0,0,0,0,18,0,0,292,0,12,12,0,0,0,0,150
48441012600,2019,3353,2897,0,340,23,90,7,1034,32,781,39,98,145,968,1311,206,1264,549,851,886
48441012900,2019,2189,1410,191,414,113,130,84,195,18,160,30,96,86,0,773,142,210,679,904,2
48441013402,2019,8233,6013,111,1727,229,810,239,1860,83,1431,241,688,111,2009,2984,411,977,1719,2698,1506
48441013600,2019,4892,4075,63,658,9,66,3,472,32,606,233,705,440,1461,2292,129,1854,784,1278,1241
48441011400,2019,4387,2761,486,892,43,128,81,392,24,429,131,729,421,1041,2061,329,2046,831,1070,931
48441011700,2019,2072,1004,93,975,0,85,7,128,54,153,72,534,289,436,1141,309,970,500,576,380
48441013100,2019,6036,2788,999,1933,173,355,26,212,63,388,521,982,374,634,2496,520,1997,1514,1794,737
48441011000,2019,1086,521,82,468,1,47,1,61,47,81,37,198,196,148,693,318,678,319,258,150
48441011500,2019,2934,1758,181,936,17,174,10,579,35,631,80,577,184,648,1301,5,1242,509,665,608
48441013401,2019,3997,2568,504,743,136,421,177,454,42,622,73,385,167,674,1723,530,1296,1102,824,449
48447950300,2019,1436,1218,14,190,0,11,0,237,34,223,18,241,360,487,1028,98,861,262,230,537
48331950100,2019,2250,1473,82,661,30,159,20,241,27,267,114,154,482,667,1273,7,902,312,702,721
48331950500,2019,2689,2003,223,391,13,65,12,347,32,372,74,260,292,926,1367,38,695,400,572,869
48121021900,2019,5263,3552,397,277,917,1141,199,2070,99,1464,192,116,116,1357,1632,169,82,861,1825,534
48127950400,2019,2379,221,2,2132,14,165,3,137,131,188,13,735,372,603,1111,38,643,158,506,647
48131950500,2019,3332,95,0,3237,0,127,0,270,90,314,12,624,960,849,2057,55,1383,335,763,996
48135003100,2019,4248,817,166,3232,0,769,97,159,66,236,92,556,253,604,1666,570,1564,764,1169,664
48137950300,2019,1918,830,0,1086,0,113,27,266,0,139,17,165,939,675,1728,13,1183,163,284,635
48201323000,2019,6870,377,48,6444,1,2998,879,187,365,296,158,2287,240,295,2275,1602,1977,1505,2609,613
48201323300,2019,3310,483,203,2570,22,1037,89,119,86,102,139,1127,186,338,1292,828,1264,678,993,477
48201331800,2019,3985,101,3139,672,20,174,55,147,306,199,48,1291,263,537,1435,439,1032,507,1223,788
48201332100,2019,3588,0,1359,2229,0,807,95,133,163,125,131,987,86,534,1035,0,978,456,1175,578
48113007815,2019,5939,842,1312,1467,1882,3278,2113,575,263,347,492,2018,366,221,2414,2245,2170,1789,2070,380
48113007902,2019,5231,4387,241,337,147,265,0,2675,67,1949,161,333,386,1663,3051,1000,2497,1463,822,1443
48113008000,2019,7250,6146,74,546,323,447,100,4544,38,2566,157,119,71,2505,2776,0,2106,1249,2110,1655
48113008400,2019,9590,1018,121,8412,0,3322,346,339,227,439,216,1506,291,1738,2984,425,2880,1247,3102,1028
48113008701,2019,5394,64,4235,1012,0,230,9,172,220,226,76,1925,309,620,2375,1373,1842,1399,2026,821
48113008703,2019,3034,144,1828,1054,0,378,55,150,35,180,41,1095,128,638,1123,44,821,457,640,629
48113009000,2019,9056,672,2133,6157,24,2501,388,83,156,576,240,2045,211,1465,2973,996,2449,1543,2867,1008
48113009603,2019,4500,3355,162,556,266,632,120,2362,19,1514,147,130,100,1453,1951,327,1846,943,1014,1090
48113009702,2019,3129,2483,10,496,79,278,54,1398,43,1089,127,62,103,1140,1321,65,1242,612,658,853
48113009803,2019,2266,850,120,1249,22,839,77,305,33,316,162,198,103,469,841,374,818,350,617,379
48113010701,2019,5761,293,371,4830,42,1750,427,589,85,856,211,1594,273,414,2152,1305,891,1477,1939,478
48113011602,2019,6860,706,1248,4812,94,2195,469,303,21,504,204,1230,56,1221,2013,99,1408,1098,2269,713
48113013607,2019,3532,2364,140,830,86,609,153,1331,69,1081,163,218,40,953,1367,304,1325,633,898,918
48113011800,2019,11243,640,2526,8068,9,3469,342,209,67,330,364,3162,199,1787,2977,626,2468,1330,4536,1211
48113012601,2019,6256,773,866,3970,587,2348,496,262,74,571,268,729,241,1011,2091,774,1974,941,1727,752
48029190800,2019,1832,1328,76,415,6,108,16,950,30,547,53,78,101,515,788,210,691,297,435,467
48029190901,2019,6286,1410,45,4438,235,672,227,1198,349,1054,151,2018,280,973,2433,1535,2197,1461,1843,843
48029150900,2019,6956,472,28,6442,0,1056,49,338,367,547,181,1189,201,1370,2233,354,2112,779,2049,1059
48147950500,2019,2589,2139,175,184,0,53,3,357,66,378,99,353,307,761,1357,49,875,473,590,751
48147950701,2019,4829,4104,87,535,10,250,22,613,153,636,271,686,194,1263,1923,134,1247,765,1117,1073
48147950100,2019,2945,2309,207,358,12,177,67,401,23,376,214,466,220,795,1320,107,923,562,727,790
48147950702,2019,3290,2790,107,289,37,124,20,493,62,618,255,245,133,1051,1365,41,559,646,826,580
48255970300,2019,6776,1370,786,4233,153,518,8,503,113,472,103,961,685,1272,2312,405,1642,553,1125,1128
48255970200,2019,4218,1392,167,2622,8,1077,948,534,103,312,138,624,471,747,1545,151,1138,441,955,790
48255970100,2019,2848,2378,0,441,0,27,7,446,25,595,138,308,325,736,1322,17,873,379,668,716
48255970400,2019,1703,432,44,1210,0,50,0,157,43,138,59,306,232,435,816,58,577,221,489,431
48123970300,2019,4209,2468,444,1297,0,38,34,453,132,556,81,342,346,1047,1818,95,1258,627,982,1218
48123970400,2019,3866,2810,97,937,0,68,6,456,119,429,127,524,342,1218,1838,0,1245,550,944,1219
48123970500,2019,2274,1447,87,734,0,31,0,325,75,356,73,345,506,802,1528,58,1163,363,389,789
48123970100,2019,4453,2391,243,1746,0,396,9,266,138,367,208,649,555,1140,2117,57,1538,666,1282,955
48123970200,2019,5538,2027,1017,2478,1,215,20,311,134,500,153,1086,455,922,1951,170,1208,592,1010,1137
48041001303,2019,4658,3006,520,570,382,461,303,788,127,1123,41,1410,656,307,2629,1845,1514,1616,599,327
48041001801,2019,5855,3867,585,1092,105,204,59,1484,94,1813,113,1230,186,615,2568,1094,2258,1926,1262,636
48041002001,2019,5667,4669,32,600,306,747,125,2630,49,1948,106,463,105,1905,2211,17,1017,1004,1089,1718
48041001302,2019,5088,2832,373,1426,340,1180,713,1479,34,1214,128,1669,286,479,2261,1358,1612,1608,838,615
48041000300,2019,6895,1720,1187,3908,0,1476,211,516,116,765,502,774,300,1823,2691,185,1648,954,1944,960
48041001400,2019,2897,1205,48,503,1031,912,807,508,84,679,87,1221,310,7,1280,1237,626,914,108,26
48041001604,2019,5598,3717,374,594,737,937,753,1416,96,1210,102,1958,505,459,2974,2200,2168,2116,825,432
48029191816,2019,2692,1808,74,563,161,273,24,1526,59,684,68,94,61,649,1586,875,193,957,247,1099
48029191817,2019,12785,5937,414,5035,1178,2719,1332,4587,381,3969,295,806,378,2485,5240,2338,687,3576,2605,2086
48029191900,2019,4855,853,846,2946,42,551,89,781,195,661,83,1584,363,958,2015,458,1489,921,1025,801
48029192000,2019,5010,2343,279,2166,52,564,247,1380,91,1144,280,511,292,619,2440,1419,2140,1448,660,752
48029192100,2019,2299,1090,17,1129,49,233,2,1217,56,999,88,131,289,743,1588,817,1217,824,197,753
48029192200,2019,2790,375,265,1918,74,180,106,369,89,499,88,538,95,95,1223,808,507,1013,619,262
48029192300,2019,5670,2521,209,2583,171,579,30,2833,74,1824,196,508,52,1287,2518,1162,1164,1650,828,1562
48029980001,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48029980002,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48029980003,2019,1033,662,162,140,28,31,40,80,18,66,2,63,31,0,213,7,96,180,244,2
48029980004,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48029980005,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48439114006,2019,7193,5547,104,1363,88,394,160,1093,205,1347,381,715,138,1836,2825,306,1687,1125,1821,1428
48439101301,2019,5011,1773,1664,1302,42,560,70,701,137,570,346,758,310,1319,2191,315,2041,898,1254,979
48439104503,2019,2812,21,63,2728,0,972,192,42,148,91,114,725,44,567,846,27,825,368,813,425
48439106101,2019,1904,65,1123,701,0,140,0,119,35,151,212,381,128,300,626,57,532,251,677,351
48439100502,2019,7234,1104,56,6052,3,2419,322,172,114,571,345,1618,278,1313,2433,227,2111,957,2222,1001
48439102402,2019,4625,3650,297,496,115,247,21,2277,44,1369,150,170,110,1468,1975,304,1711,918,1140,1114
48439105404,2019,4128,3552,91,247,78,183,27,2472,67,1405,276,186,21,1490,1688,132,1545,730,1069,1112
48061011903,2019,2668,105,0,2563,0,799,81,77,34,193,42,744,135,536,827,0,498,273,913,519
48061013002,2019,4367,275,0,4077,15,1189,210,696,186,739,59,1476,122,524,1741,1206,1475,933,1467,846
48061013700,2019,4042,34,0,4008,0,1240,149,226,175,158,21,2277,198,376,1274,344,973,532,1330,662
48061013004,2019,2651,260,0,2385,6,753,74,385,98,347,23,409,46,531,994,281,938,418,530,731
48061013303,2019,4079,156,0,3891,32,1295,20,535,238,436,79,816,67,643,1172,239,772,610,1106,676
48061013401,2019,2396,61,22,2304,0,871,135,100,107,122,62,1030,132,285,823,292,591,300,673,462
48061013600,2019,2839,169,8,2661,0,1010,133,210,107,286,73,814,151,491,1072,402,826,468,748,719
48061013802,2019,3190,181,11,2998,0,1074,237,149,115,204,22,1358,112,399,983,239,750,369,978,638
48147950300,2019,3180,2821,19,154,9,46,7,322,38,474,214,307,186,885,1403,84,756,561,667,870
48147950600,2019,2455,2043,49,223,16,79,0,261,41,344,151,485,170,687,1102,16,570,502,675,553
48049950600,2019,2333,1593,286,413,0,114,0,230,59,232,147,755,247,423,1147,386,834,524,529,576
48049951200,2019,4714,3489,98,951,62,131,28,715,29,873,208,456,197,1329,1940,202,1465,922,1240,1073
48049950300,2019,2904,2537,6,339,0,142,21,385,85,336,93,236,395,1015,1546,0,1022,367,539,1005
48049950800,2019,2687,1318,113,1162,0,262,59,127,99,261,199,315,184,608,1271,134,1231,604,617,394
48049950700,2019,1284,625,178,478,3,74,7,66,29,58,42,177,171,178,499,123,495,193,167,185
48049951000,2019,2787,1716,178,854,0,186,20,331,98,417,246,496,138,616,1176,90,1152,589,822,416
48049951100,2019,4395,3074,76,1046,102,277,71,697,37,616,520,186,217,1221,1887,334,1370,763,1008,1325
48025950100,2019,1819,978,18,809,0,19,11,163,31,212,41,126,388,439,1000,10,787,231,447,498
48025950300,2019,5720,1878,103,3584,102,136,61,389,203,553,53,1398,319,1052,2317,522,2089,1243,1610,1092
48025950500,2019,6215,1365,123,4651,10,178,21,192,184,445,34,1635,465,949,2654,646,2402,1178,1641,980
48025950400,2019,2189,596,4,1532,21,84,1,123,125,169,12,569,280,319,908,90,812,335,689,424
48025950600,2019,2542,751,6,1785,0,120,0,215,139,173,55,315,265,705,1085,0,800,204,549,615
48159950100,2019,5366,4492,72,747,0,243,0,1066,102,940,342,235,1274,1634,3253,109,1722,963,1145,1584
48159950300,2019,2678,2325,0,220,0,99,39,502,109,364,160,431,406,902,1478,20,709,458,671,904
48159950200,2019,2672,1613,396,583,5,260,44,370,115,323,147,322,182,585,1096,149,863,471,774,558
