tractid,period,pop19,nhwht19,nhblk19,hisp19,asian19,fb19,n10imm19,col19,unemp19,prof19,manuf19,npov19,vac19,own19,dmulti19,multi19,h30old19,h10yrs19,a18und19,a60up19
48061013305,2019,4708,43,0,4665,0,1565,150,211,84,416,141,1194,136,900,1472,201,932,423,1325,793
48061013309,2019,2849,8,0,2841,0,1099,87,165,20,117,84,1052,16,433,719,53,389,284,1022,431
48061013402,2019,1999,75,0,1921,3,640,36,114,24,106,30,774,60,334,623,103,492,172,628,407
48061013500,2019,1773,270,8,1479,16,536,118,459,26,388,35,359,185,459,801,132,678,275,368,531
48061012613,2019,5286,217,225,4673,136,1432,123,1486,128,1132,288,501,157,1318,1885,300,887,692,1221,1188
48061013306,2019,2593,11,0,2582,0,859,97,61,151,115,75,838,70,504,732,69,480,179,735,400
48061010201,2019,2280,136,0,2144,0,265,11,169,76,238,81,449,45,533,729,0,395,223,638,398
48061010800,2019,7409,1080,0,6283,0,1036,653,566,326,760,102,3200,598,738,2956,1758,1844,1616,2977,721
48061010500,2019,2667,64,0,2600,3,684,105,123,92,104,38,766,76,466,765,85,608,350,1083,500
48061010601,2019,8442,814,20,7295,155,875,282,839,163,791,131,3089,139,1571,3048,889,2123,1512,2678,1619
48061010900,2019,1448,29,13,1389,7,583,64,45,110,112,49,533,186,196,678,301,571,274,413,267
48061012504,2019,18134,1175,0,16631,159,4342,807,2350,269,2762,293,4514,242,3751,5060,351,1079,2434,5729,2245
48061013206,2019,3258,42,0,3216,0,1298,197,120,147,115,55,1447,58,589,943,207,373,307,1180,388
48061013308,2019,3549,46,0,3503,0,1334,130,141,113,137,173,1692,24,575,882,62,443,294,1111,478
48061013801,2019,2431,81,78,2263,0,861,268,37,34,62,84,1617,129,195,799,317,507,412,756,377
48061013903,2019,3978,0,0,3978,0,1117,292,192,81,287,10,1733,109,713,1199,49,828,362,1360,780
48061010602,2019,1532,379,16,1098,13,73,11,266,51,265,51,235,49,420,614,90,479,226,388,394
48061011200,2019,1666,227,0,1439,0,275,0,84,53,60,29,634,60,268,567,25,548,247,562,314
48061011400,2019,6387,862,38,5487,0,964,104,777,66,1039,61,1205,335,1607,2423,95,1278,728,1500,1847
48061011902,2019,5257,692,0,4551,0,1198,80,548,147,602,169,1203,365,1252,2012,14,1316,703,1374,1050
48029110900,2019,1669,867,46,688,37,289,59,927,19,804,57,230,154,78,1170,1036,162,947,78,198
48029111000,2019,2948,600,167,1983,62,599,111,375,73,459,97,727,260,301,1448,927,906,933,562,574
48135001100,2019,8130,870,303,6821,0,1106,88,434,249,434,100,1575,158,1237,2686,466,2472,1395,2691,1140
48135002801,2019,5203,809,0,4337,43,1272,343,220,148,261,112,589,103,1267,1475,0,653,618,1865,644
48135003000,2019,13015,6091,472,5948,405,1578,738,1983,43,1878,406,1206,517,2848,4758,1368,1525,2927,4061,1478
48135000400,2019,5826,2298,394,3114,20,515,211,625,193,657,214,498,51,1191,1669,26,1616,625,2038,943
48135000500,2019,5071,1610,538,2825,12,761,245,540,309,462,37,317,112,1075,1787,379,1711,879,1331,685
48135001800,2019,3579,545,1327,1671,0,291,36,389,171,378,105,960,245,661,1450,355,865,736,1331,450
48135001900,2019,5882,368,304,5191,19,1248,378,72,233,367,104,964,302,1239,2029,110,1517,782,1556,1141
48135002000,2019,4104,216,397,3361,113,797,30,140,34,307,149,827,30,790,1319,213,935,538,1314,699
48135002900,2019,3448,2297,75,846,190,384,143,1004,0,907,161,183,166,986,1558,483,1047,735,700,541
48135002802,2019,8977,2677,118,5958,0,1393,221,445,155,596,177,1618,646,1759,3130,8,1970,1366,3199,928
48169950100,2019,6070,2407,342,3170,119,2111,684,626,51,639,126,829,501,1088,2044,127,1394,596,962,1142
48173950100,2019,1510,849,0,661,0,352,130,241,0,244,27,177,119,265,522,7,373,137,343,286
48185180101,2019,5569,1643,1414,2458,14,700,39,394,136,432,287,749,305,999,1880,116,1051,829,1138,1282
48185180102,2019,4380,3256,121,907,8,415,26,479,99,429,313,992,370,1380,2087,48,830,801,1100,1232
48185180200,2019,7375,4219,1310,1662,0,492,0,958,260,983,305,1218,417,1858,2896,455,1771,1062,2046,1840
48185180301,2019,4997,4057,385,450,6,96,5,810,118,701,247,360,605,1673,2526,64,1209,819,1167,1537
48185180302,2019,3371,2351,208,637,0,83,0,285,54,303,57,709,617,967,1876,0,898,606,812,866
48453002110,2019,4221,1007,1242,1877,48,661,305,865,98,826,114,886,269,745,1635,379,1121,777,790,737
48453002315,2019,2954,871,167,1818,56,1147,369,757,72,724,16,620,197,227,1676,1570,1500,1170,401,221
48201542400,2019,12600,2744,1626,7396,563,4720,1594,1922,506,1896,625,1671,210,1858,3990,1302,1957,2308,3116,1178
48201550700,2019,3955,335,1405,1820,386,1018,35,531,263,588,201,685,30,835,1122,29,691,409,1019,414
48201551400,2019,5122,1616,1090,1712,562,1114,196,1433,150,809,291,581,159,1299,2128,449,1202,1197,1064,914
48201552500,2019,11484,3540,1685,4717,1437,2790,511,1784,415,2094,998,1227,416,2354,4062,812,2014,2091,3398,1477
48201210700,2019,2459,115,335,2001,8,649,18,134,50,165,97,662,186,446,935,159,835,222,610,492
48061013106,2019,4341,115,0,4193,12,1420,163,458,49,397,25,1760,186,465,1626,666,878,739,1188,901
48113000201,2019,3010,2683,0,265,13,91,23,1695,17,1410,128,67,104,1118,1485,134,1266,738,703,422
48113001203,2019,1481,716,15,737,13,300,10,490,55,314,40,93,44,444,564,0,517,171,319,244
48057000100,2019,5451,1918,105,2837,591,1100,173,506,115,766,875,337,375,1516,2273,415,1810,854,1244,1317
48057000200,2019,4343,884,204,3132,111,799,315,247,167,323,398,940,342,860,1817,371,1527,695,1143,789
48057000300,2019,1657,1207,90,307,10,58,12,199,34,230,231,125,729,421,1337,12,997,315,362,408
48057000400,2019,6875,2851,106,3466,366,568,35,759,173,685,803,857,887,1777,3298,276,2168,644,1800,1345
48057000500,2019,3342,2303,0,847,69,277,29,332,74,278,247,664,2097,944,3287,185,1531,541,806,983
48201222502,2019,4041,417,97,3409,118,1612,196,121,33,202,131,850,25,826,1108,33,887,221,1235,543
48191950500,2019,3048,1695,188,1060,8,350,87,331,141,306,57,685,649,827,1916,115,1778,623,678,972
48201212300,2019,4387,367,169,3803,7,1528,214,291,219,337,95,1556,426,748,2024,732,1717,895,933,705
48201212400,2019,3037,111,142,2777,0,1059,119,158,100,226,159,928,198,617,1107,161,1007,373,690,690
48201222401,2019,3423,228,4,3141,36,1743,295,40,49,101,160,1034,89,527,1003,37,913,439,1055,267
48201222402,2019,6061,591,129,5325,16,2514,385,159,40,237,192,1779,236,864,1607,47,1211,548,2066,808
48201222501,2019,3834,71,101,3558,96,2279,787,109,4,89,149,1572,72,287,1128,758,1084,747,1470,332
48201222503,2019,7729,254,381,7016,37,3456,1096,158,188,184,289,2861,126,673,2060,1168,1906,1249,2779,837
48201223002,2019,3868,124,379,3326,39,1622,492,89,30,93,77,1593,0,527,1253,596,1110,664,1208,636
48439110101,2019,6885,2910,883,2081,891,1883,1049,505,200,843,476,765,274,1149,2932,1458,2379,1631,1659,874
48001950600,2019,5148,3384,1545,165,0,41,0,221,109,337,231,880,441,1144,2233,69,1828,887,1207,1103
48001950800,2019,5505,2799,1410,870,252,466,176,682,114,810,134,1116,143,970,2223,671,1640,1394,1478,896
48001950700,2019,2783,715,1054,962,5,435,181,104,18,199,193,458,252,395,1163,191,1061,436,806,443
48001950100,2019,4844,3823,284,583,18,233,31,674,53,612,126,780,719,1580,2509,62,1173,733,1240,1375
48001950500,2019,4465,1613,1012,1718,0,581,149,328,113,338,193,854,256,917,1840,455,1389,846,1193,845
48001951000,2019,7276,6091,237,936,10,113,0,757,125,524,251,957,491,2343,3348,47,1559,1097,1809,2040
48139060900,2019,7316,6050,305,806,38,170,24,1100,105,1148,268,172,339,2054,2622,5,961,971,1894,1572
48373210302,2019,4596,3110,794,586,0,286,88,396,84,559,198,934,462,1349,2197,230,1446,769,980,1133
48381021101,2019,4725,3554,260,826,35,116,44,1224,146,1208,170,557,123,1181,1904,395,1815,972,1041,982
48381021102,2019,2410,1198,391,631,39,110,51,209,11,134,69,678,194,0,1350,1257,1187,1028,411,415
48381021608,2019,8836,6466,99,1996,162,470,203,2513,45,2233,330,319,180,2579,3848,982,233,2738,2151,2049
48375014401,2019,8069,3626,1948,2201,88,366,56,408,27,248,123,295,55,151,783,135,630,542,823,759
48375015400,2019,2313,240,193,1856,0,432,104,58,65,62,93,821,237,602,1159,353,1039,397,637,478
48375980000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48381021609,2019,5046,4049,22,819,140,307,96,2139,122,1649,271,193,178,1453,2232,696,64,1573,926,1200
48381021703,2019,5994,4660,169,1113,23,194,64,442,192,619,118,354,319,1459,2262,148,1246,729,1442,1269
48381021704,2019,8792,7248,15,1177,226,237,19,2425,25,2323,505,412,263,2501,3156,182,950,1623,2472,1554
48381022001,2019,6913,5154,19,1638,30,224,36,1509,38,1806,327,273,228,2035,2511,72,182,1584,2103,906
48381022002,2019,6095,2919,176,2470,401,692,37,803,0,892,338,574,275,1623,2535,374,536,1478,1535,1026
48387950700,2019,2452,1980,317,84,0,26,0,173,92,291,186,399,392,733,1356,135,897,378,670,691
48391950400,2019,3431,1861,105,1413,19,70,4,333,145,401,106,578,678,1041,2022,16,1445,500,671,1097
48397040101,2019,6774,5371,51,711,421,504,111,2171,177,1621,306,74,39,2041,2242,0,570,1129,1815,1283
48397040102,2019,7753,5516,613,1268,111,348,124,1983,188,1662,246,629,49,2269,2491,0,494,1089,2087,1140
48397040401,2019,13715,8574,1073,3420,164,1498,223,2427,317,2660,853,491,154,3407,4364,0,413,2805,4392,1413
48397040402,2019,13096,8693,896,2974,208,1332,273,3110,313,3507,761,406,172,3675,4501,37,860,2523,3931,1786
48397040503,2019,6686,2777,518,2724,314,1779,527,1030,152,1139,541,600,129,1340,2072,41,442,1153,1943,706
48397040504,2019,7059,5775,22,798,296,516,24,2568,177,1919,217,164,137,2257,3081,684,1666,1284,1272,1805
48397040505,2019,11257,7288,1517,2052,344,1135,217,2587,167,3012,415,413,4,3323,3653,0,460,1551,3600,1308
48397040506,2019,9133,8056,102,538,222,338,165,3476,163,2285,371,361,86,2856,3070,84,550,1471,2428,1901
48027023204,2019,4724,1973,1042,1107,188,417,137,260,32,71,9,141,480,24,704,0,665,217,333,10
48027023403,2019,7023,5816,67,899,117,250,114,2243,86,1434,146,390,264,2071,2705,79,859,1098,2014,1944
48027023404,2019,4090,2890,82,976,27,329,56,835,117,668,112,332,218,1128,1632,97,571,730,1045,1005
48027980001,2019,80,16,22,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48027980002,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48027980003,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48029121701,2019,4679,2007,421,1887,173,630,136,870,75,705,196,643,112,1095,1612,331,1368,757,1145,1130
48029121119,2019,6176,2971,26,2702,335,587,147,1144,215,1167,153,690,46,1383,2306,629,1586,1241,1418,1016
48029121120,2019,5183,1395,513,3137,76,778,279,1083,11,1027,116,248,373,1338,2072,81,1082,905,1393,961
48029121121,2019,2908,1628,257,881,0,107,0,1055,51,837,101,82,56,934,1067,20,418,340,628,638
48453001835,2019,6771,1609,1418,3136,564,2019,424,1776,309,1426,373,674,144,1117,2579,1187,1454,1564,1599,829
48453001840,2019,10880,3220,2002,4508,910,2546,556,2238,189,2276,752,1769,381,2256,4342,1170,526,2475,2671,1247
48453001850,2019,3782,2251,313,858,317,605,292,1386,40,1190,327,311,284,372,2217,1516,1314,1605,481,607
48453001853,2019,3293,1968,330,767,123,444,188,1228,35,1106,255,112,18,880,1323,131,957,639,709,641
48453002003,2019,4175,1796,182,2113,37,1098,302,850,127,748,54,598,159,630,1697,762,1217,888,983,701
48453002107,2019,4988,1656,1100,2039,50,730,267,1208,71,919,168,516,99,895,1693,407,1373,899,1147,756
48113001502,2019,3728,921,414,2287,84,1206,283,374,72,401,134,1452,213,171,1551,1241,1377,1069,1109,370
48113002200,2019,2504,1455,343,415,206,330,209,1259,60,1039,79,491,247,353,1844,1665,330,1377,130,420
48113002400,2019,2789,574,141,2015,50,1145,65,307,91,250,27,569,238,585,1155,169,1021,348,598,379
48113003101,2019,3627,2205,658,440,214,521,169,2187,162,1865,163,450,674,405,3175,3162,2209,2331,244,185
48113003400,2019,1261,169,933,151,8,42,7,87,64,116,20,342,123,71,661,524,491,455,257,231
48113003901,2019,2084,34,1789,250,0,64,22,79,62,149,49,960,174,166,873,436,470,439,747,251
48113005300,2019,7024,657,83,6226,35,2546,30,440,335,528,511,1550,50,1588,2264,96,2225,779,1875,1104
48113005400,2019,6041,478,1413,4087,41,1801,228,485,188,434,307,849,199,1071,1892,193,1666,596,1814,1074
48113007601,2019,1860,1344,39,229,201,270,0,1025,4,725,47,51,66,579,795,6,653,294,368,585
48113009103,2019,3722,148,867,2707,0,1100,179,150,42,199,53,1282,16,557,1101,393,988,496,1428,460
48113009402,2019,2496,1998,0,355,70,185,48,1466,100,943,153,72,169,981,1303,85,980,605,411,671
48113009610,2019,5391,1376,57,3941,17,3294,1449,196,36,133,147,1244,138,0,1589,1524,1496,1241,1698,159
48113009802,2019,5854,1823,81,3909,41,2977,566,171,141,301,258,552,130,949,2008,793,1898,805,1491,667
48027023203,2019,1160,537,146,301,96,114,89,69,54,53,0,136,458,0,888,61,815,406,386,9
48113010703,2019,2879,108,343,2416,9,1129,51,104,52,178,80,624,81,476,921,314,681,384,915,337
48113001102,2019,2747,2364,38,189,74,128,34,1530,51,1150,127,101,0,736,1254,393,764,861,555,326
48113001503,2019,2817,728,236,1613,128,1035,263,479,124,310,95,1150,397,37,1614,1496,1298,982,683,418
48113001800,2019,5825,4313,414,675,348,652,175,3524,91,3231,461,515,666,145,4479,4403,591,3624,154,187
48113003700,2019,3407,328,1887,1184,8,616,89,135,91,141,86,983,393,508,1632,100,1371,687,1048,683
48113003800,2019,2395,32,2008,349,6,150,32,134,112,199,44,777,195,397,1074,164,897,508,459,546
48113004500,2019,6134,1023,304,4738,0,1964,112,816,106,821,611,1174,309,1156,2088,457,1994,923,1554,840
48113005000,2019,3845,210,156,3477,0,1381,391,255,161,407,101,425,76,641,1180,177,1073,385,973,700
48113006900,2019,4311,270,326,3616,0,1448,198,204,125,221,230,1402,123,383,1473,1074,1193,846,1460,449
48113007202,2019,7879,1693,102,6040,0,4916,1798,228,137,256,455,2086,461,122,3079,2859,2932,2319,2549,230
48113007700,2019,5623,5058,6,233,205,466,83,3410,89,1589,65,442,395,1805,3282,1988,2008,1545,986,2207
48113007804,2019,6787,1134,4344,993,316,1988,957,1852,220,1366,286,935,469,321,3588,2981,1852,2545,1144,603
48245011001,2019,4591,3572,1,702,297,468,303,852,75,748,204,211,377,1201,2049,253,1822,679,1342,847
48245011102,2019,2368,2085,123,160,0,13,0,288,19,352,106,147,62,654,1095,181,939,510,522,512
48245000304,2019,6409,2935,2308,927,39,685,89,887,69,978,297,696,386,1668,2826,311,2326,1216,1584,1078
48245000600,2019,5323,643,2628,1909,17,542,11,190,152,182,273,1133,355,1024,2191,14,1586,767,1400,745
48245001100,2019,2727,843,1296,547,29,365,0,507,114,359,56,277,214,542,1358,424,1236,673,588,513
48201340100,2019,6957,1723,1245,2823,1079,1595,138,1024,83,1100,411,951,250,902,2858,1727,1105,1914,2017,902
48201340500,2019,6899,3208,680,2176,481,1467,672,1377,252,981,263,1480,378,1230,3159,1682,2966,1879,2030,980
48201342500,2019,5653,3849,23,1698,0,226,19,718,234,962,405,293,272,1397,2397,559,2142,1154,1249,1549
48201342700,2019,4891,3565,61,1119,64,231,16,636,233,716,334,343,141,1263,1850,335,1815,692,1012,1010
48201343000,2019,7043,3718,375,2840,69,802,229,740,225,1282,468,1240,239,1475,2827,1109,1159,1536,1617,1376
48041002014,2019,2590,2007,82,287,162,118,6,416,103,435,39,1358,236,305,1077,541,256,579,173,256
48041002015,2019,9469,5722,285,2309,890,495,319,0,319,360,28,0,0,0,0,0,0,0,62,0
48041980000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48043950500,2019,2906,1521,14,1097,28,190,7,882,41,513,35,386,671,894,1971,135,1082,554,362,1123
48055960101,2019,7888,2207,28,5418,0,1879,330,314,112,386,237,1087,202,1750,2452,40,872,1055,2652,960
48055960102,2019,4309,2244,316,1724,0,280,72,499,75,579,211,586,253,1191,1745,20,712,537,1081,1159
48201240502,2019,5979,127,1730,4071,51,2175,1093,207,75,300,162,1924,777,94,2873,2710,2756,1843,2464,226
48201240702,2019,14051,1779,4308,7412,308,3195,846,1228,574,1606,607,1691,181,2729,4195,104,77,2779,5145,1172
48201240801,2019,5448,1130,1820,2451,0,1238,718,692,62,764,144,889,426,496,3076,2514,2177,2287,1226,640
48201240901,2019,11399,1326,3934,5420,161,1662,326,1094,233,1471,483,596,221,2415,3607,428,1101,1776,3794,1215
48201240501,2019,6668,149,2071,4152,108,2537,737,246,144,415,268,1764,346,334,2688,2244,1717,1902,2304,312
48201240701,2019,14085,1074,4722,7831,361,3735,763,966,251,1534,511,2070,344,2831,5186,1425,711,2266,3854,1268
48201240802,2019,6859,1057,2926,2608,113,1109,273,784,183,972,214,900,167,1090,2463,633,572,1525,2246,762
48201240902,2019,16658,2920,5945,6623,912,2520,514,2104,266,2045,768,1457,155,4169,5275,470,1979,2877,5116,2403
48201241101,2019,5019,2024,842,1974,66,761,86,752,138,699,327,537,68,1340,1679,0,1216,654,1316,712
48201241102,2019,12773,3814,3529,4854,131,1650,116,1838,341,2316,719,906,138,2670,4389,51,2438,2315,3374,1676
48201241103,2019,4328,1600,866,1823,10,718,36,569,130,676,254,588,158,778,1745,449,1110,1087,1194,460
48057990000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48059030101,2019,4888,4183,105,360,58,90,25,652,105,782,219,586,386,1392,2189,28,1638,982,1357,1134
48059030102,2019,4225,3774,19,280,0,16,5,669,63,761,117,409,431,1509,2123,13,1357,450,741,1264
48061010203,2019,8159,1737,17,6370,35,830,235,941,213,976,81,2566,625,1476,2988,577,1532,1193,2625,1393
48061010301,2019,5325,306,0,5019,0,829,18,399,164,517,158,1117,217,1088,1681,70,1014,516,1573,791
48201341800,2019,2358,1512,178,516,74,296,132,406,71,379,146,194,98,623,930,131,421,509,552,459
48061010302,2019,9417,1509,0,7615,243,1103,59,1127,172,1186,51,2124,494,2254,3439,142,1366,975,2999,1840
48061012001,2019,6089,1128,225,4504,182,649,136,924,116,985,35,1057,579,1603,2822,334,1325,1068,1483,1609
48061012002,2019,5157,917,25,4066,149,762,173,667,91,686,50,770,337,1398,2049,31,852,705,1399,1109
48061012101,2019,4614,901,0,3594,77,600,104,796,69,654,14,550,683,1324,2196,42,834,502,1154,1279
48061012102,2019,4857,111,0,4746,0,1154,72,156,81,361,109,1920,342,1189,1641,0,659,408,1812,612
48061012305,2019,3051,2279,0,772,0,336,39,1215,17,946,18,206,7248,1230,9046,6600,5650,1134,216,1541
48061014200,2019,5597,264,0,5333,0,2071,213,241,24,433,91,1571,227,795,1719,362,852,886,1970,720
48061014300,2019,4577,253,0,4316,0,1364,285,459,180,364,119,1979,243,610,1725,837,1021,788,1444,851
48061014400,2019,21039,1062,102,19386,489,4465,591,2857,452,2781,603,3097,121,4295,5338,147,967,2765,7570,2157
48061014500,2019,9406,588,63,8541,131,2287,534,1740,102,1617,460,2182,153,1597,2854,868,380,1398,3225,996
48061980001,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48061980100,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48061990000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48063950101,2019,3720,2392,485,652,51,361,13,399,76,367,242,935,253,1000,1487,7,772,378,1088,911
48063950102,2019,4259,2806,343,959,5,231,75,573,156,419,159,774,681,1321,2352,100,1018,634,830,1313
48201440100,2019,7513,1020,2438,3272,716,2331,627,1654,372,1445,102,1597,63,1394,2983,1290,1809,1630,1781,1437
48201450600,2019,4124,2730,588,302,307,642,416,1898,63,1531,183,299,703,785,2472,1372,1553,1232,1119,636
48201450700,2019,6205,5563,24,305,165,909,497,3310,39,1808,244,136,314,1862,2347,122,1923,867,2043,1310
48121020110,2019,5764,3298,817,608,916,965,325,2210,157,1823,213,143,28,1456,1681,8,59,746,1731,759
48121020111,2019,4276,3172,314,330,396,523,151,1727,54,1310,205,118,22,1089,1187,0,71,492,1628,352
48121020112,2019,3880,2047,514,671,546,636,130,1219,72,1158,187,116,19,1099,1287,0,9,702,1136,462
48121020113,2019,13746,6174,2424,4218,374,2517,319,3340,462,3774,687,749,174,3137,4216,43,164,2278,3956,1272
48121020114,2019,12804,5533,1784,4271,651,2657,463,2437,422,2950,466,1059,189,2879,4538,711,469,2641,3472,1465
48121020115,2019,6010,3563,429,1741,115,932,177,1203,107,1074,385,263,292,1703,2324,97,620,1155,1645,922
48121020203,2019,6527,4524,475,1291,53,361,0,753,51,1042,346,612,130,1427,2191,150,1044,1256,1856,971
48121020204,2019,4403,3683,87,633,0,246,30,855,169,862,166,171,192,1229,1799,273,631,681,977,958
48121020205,2019,1896,1477,0,414,0,175,29,476,37,356,106,262,5,593,666,5,288,271,442,454
48121020306,2019,7227,5127,349,1025,484,688,446,1981,70,1872,296,325,348,1120,3069,1656,328,2329,2100,800
48121020307,2019,12841,9662,404,1696,757,951,306,4481,397,3239,476,632,99,3568,4060,101,732,2885,3883,1724
48121020308,2019,12185,8379,644,2480,124,962,415,2655,258,2314,522,623,233,3144,3819,71,324,2332,3774,1730
48121020309,2019,11845,9901,255,1105,137,486,139,2962,399,2505,442,788,144,3390,4169,28,830,2449,3206,2160
48121020310,2019,4131,3802,24,108,120,166,30,1964,34,555,77,190,38,1894,2101,0,73,1312,125,3194
48121020503,2019,6727,3481,222,2373,288,761,167,1449,154,1267,260,1262,148,1013,2636,1277,2002,1669,1789,1003
48121020504,2019,3506,1626,326,1403,13,712,134,442,33,463,266,565,81,442,1114,123,519,594,1047,339
48121020505,2019,5992,5168,175,441,147,338,143,2380,173,1835,74,611,342,1762,2660,100,2001,1026,1137,1864
48393950100,2019,805,675,0,107,0,21,0,140,7,143,33,93,125,240,426,10,349,127,217,257
48443950100,2019,896,353,10,508,0,18,10,139,3,125,19,84,367,389,785,0,722,91,135,392
48457950200,2019,8067,5233,1464,1174,15,489,106,656,192,579,99,501,1217,1851,3392,89,1798,871,1056,1842
48457950400,2019,4296,3891,124,160,0,13,0,241,459,194,97,1319,1159,1460,2798,0,1785,618,899,1306
48457950500,2019,3268,2883,98,158,46,92,0,493,84,233,206,376,323,1052,1463,0,932,438,805,980
48457950300,2019,2717,2019,590,40,2,11,0,350,242,297,42,612,283,669,1331,158,1176,505,689,797
48457950100,2019,3170,2978,13,124,7,36,6,286,63,264,90,306,786,929,1884,8,1223,371,713,1128
48233951000,2019,4109,3103,0,822,15,176,18,637,10,475,493,280,495,1037,1784,351,1469,585,1137,797
48233950200,2019,2024,1568,16,393,17,106,28,191,33,205,102,371,628,587,1368,23,1124,225,489,702
48233950900,2019,4020,2640,39,1226,27,71,5,331,161,342,230,474,582,1033,1795,97,1667,394,1208,775
48233950700,2019,2096,1378,25,448,137,130,5,100,175,149,82,893,265,337,918,302,738,387,691,254
48233950800,2019,690,280,38,364,2,95,3,20,26,41,8,105,236,179,469,65,407,74,135,145
48233950600,2019,3204,1970,73,1106,0,317,20,244,93,205,186,359,620,839,1735,215,1664,434,643,735
48477170100,2019,3812,1753,1250,799,0,405,43,588,8,535,126,748,190,969,1593,193,1223,631,791,1069
48477170200,2019,6693,4463,934,972,230,503,91,974,97,960,464,776,406,1709,2723,396,1267,916,1622,1709
48477170400,2019,7230,3799,1423,1682,229,896,96,989,231,1213,278,919,311,1153,2374,534,1710,1004,1369,1473
48477170300,2019,5561,3954,439,756,95,172,69,1535,230,900,298,570,337,1729,2608,503,1461,1015,1091,1870
48477170500,2019,6842,5393,774,608,4,297,39,1296,221,1034,466,587,1399,2417,4211,49,2627,818,1336,2532
48477170600,2019,5025,3146,943,829,62,296,61,902,140,697,142,359,938,1381,2697,33,1249,799,1492,1515
48343950100,2019,4542,3285,851,321,0,138,38,425,120,524,181,584,436,1378,2195,171,1405,823,1221,1258
48343950200,2019,5083,3433,1038,397,17,163,79,640,211,565,499,695,376,1841,2725,142,2070,870,816,1830
48343950300,2019,2748,1250,968,502,11,182,5,168,97,177,180,891,111,515,1120,266,1032,529,805,531
48361020700,2019,5010,3774,509,507,85,412,34,496,240,397,181,1024,465,1007,2476,749,1990,1199,1340,1178
48361020900,2019,3692,1397,1764,459,48,204,12,413,183,483,249,629,352,824,1972,555,1574,910,877,863
48361021400,2019,3861,3601,0,244,0,61,11,489,83,600,310,514,183,1243,1683,25,721,586,879,818
48121020109,2019,7033,4173,546,517,1330,1542,423,2706,96,2243,319,201,210,1637,2389,502,43,1860,2598,669
48361020200,2019,3624,985,2529,44,0,189,0,221,124,342,296,724,174,936,1749,403,1264,833,782,879
48113007914,2019,3070,2098,265,254,437,546,463,1337,145,1273,48,749,420,383,2196,2112,854,1538,164,250
48113010804,2019,5733,93,2115,3406,0,1813,527,102,247,173,194,1580,162,434,1990,1358,1118,1221,1780,919
48143950202,2019,7098,5365,53,1469,133,609,297,1663,66,1352,347,1305,796,1998,3262,317,1615,1207,1725,1475
48145000200,2019,2810,1732,265,738,69,251,41,242,54,352,130,306,350,826,1333,0,938,441,623,743
48145000300,2019,3187,819,921,1421,13,400,0,197,68,98,411,1580,550,640,1616,205,1529,543,773,815
48145000400,2019,2124,399,1499,226,0,43,13,54,55,224,22,486,337,242,875,145,766,259,440,289
48145000500,2019,2328,1863,144,211,0,51,29,285,61,244,242,249,306,592,1026,67,646,299,633,517
48145000700,2019,2920,1797,353,766,0,126,16,425,3,348,170,711,481,699,1391,57,1130,312,672,832
48145000800,2019,3903,2241,982,638,0,94,0,316,69,168,97,781,558,765,1540,164,1257,363,531,949
48147950401,2019,4826,2338,806,1392,129,746,269,269,14,251,174,552,170,483,1243,462,832,694,725,664
48147950402,2019,6300,5035,452,491,9,110,65,993,93,920,351,409,184,1710,2650,263,1749,1263,1309,2039
48147950800,2019,4123,3632,42,274,11,246,96,515,63,564,198,293,447,1482,2101,0,1065,538,682,1417
48157670101,2019,6633,169,2036,4376,11,2375,475,392,278,482,253,1257,49,1227,1841,0,1404,582,1829,956
48157670102,2019,3320,29,1837,1400,54,530,13,306,139,437,28,729,94,620,1052,5,655,329,1039,313
48157670601,2019,9711,247,7565,1714,10,1233,119,2032,319,1760,264,510,73,2503,3186,23,2245,980,2390,2028
48157670602,2019,2027,50,1260,710,7,365,88,228,40,229,82,168,27,343,614,5,579,224,639,322
48157670901,2019,13016,3045,4595,958,4190,3840,1221,4681,578,3896,574,125,168,3754,4125,0,730,1705,2740,2682
48157671002,2019,6290,1844,2598,1584,12,884,119,1495,203,914,230,574,47,1746,2452,208,1853,1107,1473,1478
48157670902,2019,9045,386,5623,2824,117,1718,203,1897,273,2068,239,389,21,2248,2570,0,157,1663,3017,918
48157671001,2019,5395,2654,1277,904,352,441,55,2118,100,1515,191,136,185,2107,2409,0,2052,872,1045,1947
48157671501,2019,8197,2116,2084,846,2969,3050,549,3206,260,2280,578,380,109,2027,2717,254,370,1221,1782,1911
48157671502,2019,1608,373,563,16,615,679,71,662,60,540,124,67,23,416,515,7,7,195,323,348
